rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,rank_n,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n,trend_category
136,University of Zurich,57.4,42.0,36.0,87.0,43.2,90.8,26363,0.06,0.2,2018,0.0605,0.5756,0.3694,0.3559,0.8687,0.432,0.901,0.0144,0.0058,0.202,Stable
139,University of Leeds,57.1,42.2,46.7,77.8,38.8,82.1,27995,0.15,0.26,2018,0.0618,0.5724,0.3716,0.4641,0.7758,0.388,0.8073,0.0153,0.0162,0.2626,Stable
140,Pompeu Fabra University,56.9,34.7,38.9,97.1,40.0,62.3,11172,0.21,0.12,2018,0.0622,0.5702,0.2896,0.3852,0.9707,0.4,0.5942,0.0061,0.0231,0.1212,Stable
145,University of Cologne,56.4,39.8,42.7,84.8,76.8,57.1,45087,0.51,0.1,2018,0.0645,0.5647,0.3454,0.4237,0.8465,0.768,0.5382,0.0247,0.0578,0.101,Stable
147,Autonomous University of Barcelona,56.2,43.3,36.1,89.5,42.1,60.1,32309,0.13,0.16,2018,0.0654,0.5626,0.3836,0.3569,0.8939,0.421,0.5705,0.0177,0.0139,0.1616,Stable
148,University of Nottingham,56.2,40.5,41.9,80.5,38.5,84.4,29175,0.14,0.3,2018,0.0658,0.5626,0.353,0.4156,0.803,0.385,0.8321,0.016,0.015,0.303,Stable
150,Lancaster University,55.9,37.0,40.5,83.2,33.7,91.1,11635,0.13,0.38,2018,0.0667,0.5593,0.3148,0.4014,0.8303,0.337,0.9042,0.0064,0.0139,0.3838,Stable
156,TU Dresden,55.5,42.8,46.9,74.2,95.0,52.6,34514,0.36,0.13,2018,0.0694,0.555,0.3781,0.4661,0.7394,0.95,0.4898,0.0189,0.0405,0.1313,Stable
159,University of Leicester,55.0,32.2,34.5,91.4,35.2,89.9,14635,0.14,0.38,2018,0.0708,0.5495,0.2623,0.3407,0.9131,0.352,0.8913,0.008,0.015,0.3838,Stable
163,Cardiff University,54.8,35.8,39.3,84.5,35.5,80.6,24185,0.14,0.26,2018,0.0725,0.5473,0.3016,0.3893,0.8434,0.355,0.7912,0.0133,0.015,0.2626,Stable
164,University of Erlangen-Nuremberg,54.8,39.8,44.0,77.6,95.9,53.0,38730,0.58,0.12,2018,0.073,0.5473,0.3454,0.4368,0.7737,0.959,0.4941,0.0212,0.0659,0.1212,Stable
165,University of Vienna,54.7,42.6,47.6,66.0,33.2,93.4,35375,0.21,0.26,2018,0.0734,0.5462,0.376,0.4732,0.6566,0.332,0.929,0.0194,0.0231,0.2626,Stable
173,KTH Royal Institute of Technology,54.2,42.3,46.3,67.0,50.9,83.7,12951,0.16,0.17,2018,0.077,0.5408,0.3727,0.4601,0.6667,0.509,0.8245,0.0071,0.0173,0.1717,Stable
174,University of M�nster,54.2,40.3,42.1,81.2,60.8,47.7,42287,0.43,0.07,2018,0.0775,0.5408,0.3508,0.4176,0.8101,0.608,0.437,0.0232,0.0486,0.0707,Stable
175,Universit� Libre de Bruxelles,54.0,32.4,42.2,80.4,48.4,83.2,25343,0.43,0.35,2018,0.0779,0.5386,0.2645,0.4186,0.802,0.484,0.8192,0.0139,0.0486,0.3535,Stable
176,Newcastle University,54.0,33.4,40.8,80.6,41.6,86.7,20950,0.16,0.3,2018,0.0784,0.5386,0.2754,0.4044,0.804,0.416,0.8568,0.0115,0.0173,0.303,Stable
177,University of Liverpool,53.9,32.7,34.7,86.8,37.1,89.9,19815,0.12,0.35,2018,0.0788,0.5375,0.2678,0.3428,0.8667,0.371,0.8913,0.0109,0.0127,0.3535,Stable
185,University of Aberdeen,53.3,30.3,33.6,87.1,41.9,93.3,12055,0.14,0.36,2018,0.0824,0.531,0.2415,0.3316,0.8697,0.419,0.9279,0.0066,0.015,0.3636,Stable
186,University of Miami,53.1,42.5,24.4,90.3,37.2,67.1,15860,0.06,0.16,2018,0.0828,0.5288,0.3749,0.2386,0.902,0.372,0.6459,0.0087,0.0058,0.1616,Stable
187,University of Dundee,52.9,26.3,32.0,94.5,43.4,79.8,10895,0.15,0.24,2018,0.0833,0.5267,0.1978,0.3155,0.9444,0.434,0.7826,0.006,0.0162,0.2424,Stable
192,University of Auckland,52.5,32.5,40.7,73.8,67.3,90.6,30348,0.19,0.29,2018,0.0855,0.5223,0.2656,0.4034,0.7354,0.673,0.8988,0.0166,0.0208,0.2929,Stable
194,Tilburg University,52.1,38.4,50.1,61.3,59.0,75.8,7738,0.23,0.13,2018,0.0864,0.518,0.3301,0.4985,0.6091,0.59,0.7395,0.0042,0.0254,0.1313,Stable
198,University of Gothenburg,51.7,26.7,39.2,87.5,38.9,62.5,18378,0.1,0.13,2018,0.0882,0.5136,0.2022,0.3883,0.8737,0.389,0.5963,0.0101,0.0104,0.1313,Stable
200,Aalborg University,51.6,28.2,36.2,84.2,46.5,70.7,15512,0.14,0.13,2018,0.0891,0.5125,0.2186,0.3579,0.8404,0.465,0.6846,0.0085,0.015,0.1313,Stable
201,University of Antwerp,51.5,34.6,40.1,73.3,75.9,66.3,16056,0.35,0.16,2018,0.0896,0.5114,0.2885,0.3974,0.7303,0.759,0.6372,0.0088,0.0393,0.1616,Stable
202,University of Barcelona,51.4,32.4,32.5,83.2,34.0,50.6,47458,0.12,0.1,2018,0.09,0.5103,0.2645,0.3205,0.8303,0.34,0.4682,0.026,0.0127,0.101,Stable
203,University of Bergen,51.3,29.2,30.6,90.0,35.2,75.3,12554,0.12,0.13,2018,0.0905,0.5092,0.2295,0.3013,0.899,0.352,0.7341,0.0069,0.0127,0.1313,Stable
206,University of Calgary,51.0,34.6,35.8,77.2,53.5,73.6,27084,0.16,0.19,2018,0.0918,0.506,0.2885,0.3539,0.7697,0.535,0.7158,0.0148,0.0173,0.1919,Stable
207,Chalmers University of Technology,50.9,35.1,39.6,62.3,70.2,78.3,9112,0.11,0.16,2018,0.0923,0.5049,0.294,0.3923,0.6192,0.702,0.7664,0.005,0.0116,0.1616,Stable
211,University of Duisburg-Essen,50.5,32.8,29.9,88.8,73.8,52.7,41916,0.54,0.13,2018,0.094,0.5005,0.2689,0.2942,0.8869,0.738,0.4909,0.023,0.0613,0.1313,Stable
213,University of Fribourg,50.3,34.2,35.0,65.5,58.5,86.9,10769,0.45,0.18,2018,0.0949,0.4984,0.2842,0.3458,0.6515,0.585,0.859,0.0059,0.0509,0.1818,Stable
214,George Washington University,50.2,44.8,30.4,77.2,32.6,50.3,22015,0.13,0.16,2018,0.0954,0.4973,0.4,0.2993,0.7697,0.326,0.465,0.0121,0.0139,0.1616,Stable
216,University of Hawai i at Mnoa,50.0,37.3,37.1,76.2,49.9,65.9,16256,0.11,0.13,2018,0.0963,0.4951,0.318,0.367,0.7596,0.499,0.6329,0.0089,0.0116,0.1313,Stable
218,University of Iceland,49.8,19.5,29.0,93.4,57.3,63.0,8693,0.15,0.1,2018,0.0972,0.4929,0.1235,0.2851,0.9333,0.573,0.6017,0.0048,0.0162,0.101,Stable
221,University of Kiel,49.5,31.5,28.1,94.4,9.1,52.4,25392,0.23,0.08,2018,0.0985,0.4897,0.2546,0.276,0.9434,0.091,0.4876,0.0139,0.0254,0.0808,Stable
223,University of Konstanz,49.3,39.1,44.5,65.2,69.9,61.8,11381,0.48,0.12,2018,0.0994,0.4875,0.3377,0.4419,0.6485,0.699,0.5888,0.0062,0.0543,0.1212,Stable
224,Korea University,49.2,44.7,47.7,49.0,97.7,49.0,23037,0.16,0.19,2018,0.0999,0.4864,0.3989,0.4742,0.4848,0.977,0.451,0.0126,0.0173,0.1919,Stable
227,University of Otago,48.9,31.2,30.7,82.2,45.1,88.6,18157,0.2,0.2,2018,0.1012,0.4831,0.2514,0.3023,0.8202,0.451,0.8773,0.0099,0.022,0.202,Stable
228,University of Ottawa,48.8,37.6,37.5,69.1,40.2,73.6,35177,0.26,0.17,2018,0.1017,0.482,0.3213,0.3711,0.6879,0.402,0.7158,0.0193,0.0289,0.1717,Stable
235,University of Reading,48.1,34.6,34.9,73.9,36.9,88.8,12875,0.15,0.33,2018,0.1048,0.4744,0.2885,0.3448,0.7364,0.369,0.8794,0.0071,0.0162,0.3333,Stable
236,Ruhr University Bochum,48.0,36.6,42.9,62.3,73.2,52.3,43004,0.61,0.13,2018,0.1052,0.4733,0.3104,0.4257,0.6192,0.732,0.4865,0.0236,0.0694,0.1313,Stable
237,St George s-University of London,47.9,21.4,23.4,100.0,35.3,69.9,3175,0.15,0.17,2018,0.1057,0.4723,0.1443,0.2285,1.0,0.353,0.676,0.0017,0.0162,0.1717,Stable
238,University of South Australia,47.8,31.5,36.3,63.3,81.6,91.8,17575,0.26,0.41,2018,0.1061,0.4712,0.2546,0.3589,0.6293,0.816,0.9117,0.0096,0.0289,0.4141,Stable
243,Tel Aviv University,47.3,41.5,52.1,59.4,42.7,49.5,22973,0.23,0.04,2018,0.1084,0.4657,0.3639,0.5187,0.5899,0.427,0.4564,0.0126,0.0254,0.0404,Stable
250,University of Waterloo,46.6,35.7,41.7,69.8,42.6,80.0,32000,0.26,0.17,2018,0.1115,0.4581,0.3005,0.4135,0.6949,0.426,0.7847,0.0175,0.0289,0.1717,Stable
264,University of Essex,45.2,33.4,32.0,62.8,32.5,95.8,10985,0.17,0.43,2018,0.1178,0.4429,0.2754,0.3155,0.6242,0.325,0.9548,0.006,0.0185,0.4343,Stable
276,University of Newcastle,44.0,28.0,26.9,73.0,62.9,79.9,22921,0.22,0.17,2018,0.1232,0.4298,0.2164,0.2639,0.7273,0.629,0.7836,0.0126,0.0243,0.1717,Stable
283,University of S�o Paulo,43.3,52.9,55.5,31.5,38.1,30.9,82258,0.15,0.04,2018,0.1263,0.4222,0.4885,0.5531,0.3081,0.381,0.2562,0.0451,0.0162,0.0404,Stable
284,Simon Fraser University,43.2,25.6,33.4,75.6,43.5,90.4,26309,0.28,0.29,2018,0.1267,0.4211,0.1902,0.3296,0.7535,0.435,0.8967,0.0144,0.0312,0.2929,Stable
285,University of Southern Denmark,43.1,21.4,25.3,83.4,68.8,78.1,25328,0.14,0.16,2018,0.1272,0.42,0.1443,0.2477,0.8323,0.688,0.7643,0.0139,0.015,0.1616,Stable
297,University of the Witwatersrand,41.9,26.6,23.2,76.5,99.9,69.8,25342,0.25,0.08,2018,0.1326,0.407,0.2011,0.2265,0.7626,0.999,0.6749,0.0139,0.0277,0.0808,Stable
306,Boston College,41.0,37.0,20.0,74.1,43.8,53.8,12943,0.16,0.12,2018,0.1366,0.3972,0.3148,0.1941,0.7384,0.438,0.5027,0.0071,0.0173,0.1212,Stable
308,Charles Darwin University,40.8,17.9,18.6,88.0,38.8,82.2,6551,0.22,0.32,2018,0.1375,0.395,0.106,0.18,0.8788,0.388,0.8084,0.0036,0.0243,0.3232,Stable
313,Flinders University,40.3,22.9,27.6,77.9,39.4,68.4,16757,0.24,0.18,2018,0.1397,0.3896,0.1607,0.271,0.7768,0.394,0.6598,0.0092,0.0266,0.1818,Stable
315,George Mason University,40.1,28.5,26.4,76.0,33.2,40.8,27749,0.17,0.08,2018,0.1406,0.3874,0.2219,0.2588,0.7576,0.332,0.3628,0.0152,0.0185,0.0808,Stable
323,University of Li�ge,39.3,25.8,33.6,57.9,96.8,71.0,21910,0.27,0.23,2018,0.1442,0.3787,0.1923,0.3316,0.5747,0.968,0.6878,0.012,0.0301,0.2323,Stable
324,Loughborough University,39.2,34.0,32.9,52.7,38.5,74.8,13455,0.15,0.22,2018,0.1446,0.3776,0.282,0.3246,0.5222,0.385,0.7287,0.0074,0.0162,0.2222,Stable
336,University of Stirling,38.0,24.4,25.7,76.2,33.6,76.7,8505,0.15,0.21,2018,0.15,0.3645,0.177,0.2518,0.7596,0.336,0.7492,0.0047,0.0162,0.2121,Stable
338,University of Tasmania,37.8,24.1,30.8,65.4,51.5,82.2,11346,0.14,0.22,2018,0.1509,0.3624,0.1738,0.3033,0.6505,0.515,0.8084,0.0062,0.015,0.2222,Stable
345,Virginia Polytechnic Institute and State University,37.1,33.5,39.6,65.1,43.8,33.5,30975,0.18,0.11,2018,0.1541,0.3547,0.2765,0.3923,0.6475,0.438,0.2842,0.017,0.0197,0.1111,Stable
347,Washington State University,36.9,29.3,27.7,70.3,50.9,45.6,27135,0.2,0.07,2018,0.1549,0.3526,0.2306,0.272,0.7,0.509,0.4144,0.0149,0.022,0.0707,Stable
350,Aston University,36.9,23.7,26.4,63.3,33.7,92.1,8990,0.2,0.31,2018,0.1563,0.3526,0.1694,0.2588,0.6293,0.337,0.915,0.0049,0.022,0.3131,Stable
351,Autonomous University of Madrid,36.9,33.0,28.1,58.4,34.9,49.0,29305,0.13,0.13,2018,0.1567,0.3526,0.271,0.276,0.5798,0.349,0.451,0.0161,0.0139,0.1313,Stable
354,University of Canterbury,36.9,23.7,26.9,60.9,37.9,90.4,11931,0.17,0.21,2018,0.1581,0.3526,0.1694,0.2639,0.6051,0.379,0.8967,0.0065,0.0185,0.2121,Stable
367,Heriot-Watt University,36.9,26.2,21.5,65.2,37.8,92.4,9260,0.16,0.41,2018,0.1639,0.3526,0.1967,0.2093,0.6485,0.378,0.9182,0.0051,0.0173,0.4141,Stable
374,Link�ping University,36.9,23.4,14.9,78.4,41.9,63.1,18740,0.08,0.11,2018,0.167,0.3526,0.1661,0.1426,0.7818,0.419,0.6028,0.0103,0.0081,0.1111,Stable
377,Montpellier University,36.9,34.8,16.7,68.7,35.2,58.7,39828,0.2,0.14,2018,0.1684,0.3526,0.2907,0.1608,0.6838,0.352,0.5554,0.0218,0.022,0.1414,Stable
380,University of Pavia,36.9,24.3,21.9,74.7,54.7,44.8,23632,0.37,0.07,2018,0.1697,0.3526,0.176,0.2133,0.7444,0.547,0.4058,0.013,0.0416,0.0707,Stable
381,University of Pisa,36.9,22.4,20.1,80.1,37.3,38.0,50810,0.29,0.04,2018,0.1702,0.3526,0.1552,0.1951,0.799,0.373,0.3326,0.0278,0.0324,0.0404,Stable
386,Stellenbosch University,36.9,28.3,36.1,60.0,7.3,52.6,23207,0.26,0.08,2018,0.1724,0.3526,0.2197,0.3569,0.596,0.073,0.4898,0.0127,0.0289,0.0808,Stable
388,Sun Yat-sen University,36.9,39.9,32.3,55.9,52.0,32.8,51089,0.16,0.09,2018,0.1733,0.3526,0.3464,0.3185,0.5545,0.52,0.2766,0.028,0.0173,0.0909,Stable
389,Temple University,36.9,34.2,19.1,74.6,36.1,34.3,33958,0.12,0.08,2018,0.1738,0.3526,0.2842,0.185,0.7434,0.361,0.2928,0.0186,0.0127,0.0808,Stable
392,University of Turku,36.9,25.7,27.6,70.0,33.9,50.3,12263,0.16,0.05,2018,0.1751,0.3526,0.1913,0.271,0.697,0.339,0.465,0.0067,0.0173,0.0505,Stable
393,University College Cork,36.9,28.0,26.9,61.0,45.9,78.5,15890,0.22,0.17,2018,0.1755,0.3526,0.2164,0.2639,0.6061,0.459,0.7686,0.0087,0.0243,0.1717,Stable
411,Claude Bernard University Lyon 1,35.6,23.1,18.2,68.9,37.1,53.3,27067,0.13,0.12,2018,0.1836,0.3384,0.1628,0.1759,0.6859,0.371,0.4973,0.0148,0.0139,0.1212,Stable
414,University of Florence,35.3,20.5,11.4,73.1,36.3,41.5,53112,0.16,0.07,2018,0.185,0.3351,0.1344,0.1072,0.7283,0.363,0.3703,0.0291,0.0173,0.0707,Stable
428,University of Jyv�skyl�,33.9,28.6,28.2,58.4,33.7,50.0,10020,0.16,0.05,2018,0.1912,0.3199,0.223,0.277,0.5798,0.337,0.4618,0.0055,0.0173,0.0505,Stable
435,University of Manitoba,33.2,27.0,27.2,56.9,40.2,45.4,29017,0.28,0.15,2018,0.1944,0.3123,0.2055,0.2669,0.5646,0.402,0.4123,0.0159,0.0312,0.1515,Stable
441,University of Milan-Bicocca,32.6,28.4,16.5,73.3,43.1,43.6,34245,0.48,0.07,2018,0.197,0.3058,0.2208,0.1587,0.7303,0.431,0.3929,0.0188,0.0543,0.0707,Stable
478,University of Strathclyde,28.9,26.1,32.2,44.1,45.1,80.9,17495,0.21,0.27,2018,0.2136,0.2655,0.1956,0.3175,0.4354,0.451,0.7944,0.0096,0.0231,0.2727,Stable
480,Swinburne University of Technology,28.7,25.6,24.3,59.0,36.1,74.2,13269,0.25,0.25,2018,0.2145,0.2633,0.1902,0.2376,0.5859,0.361,0.7223,0.0073,0.0277,0.2525,Stable
543,Liverpool John Moores University,27.3,18.0,14.7,62.7,32.7,66.8,18270,0.18,0.13,2018,0.2427,0.2481,0.1071,0.1405,0.6232,0.327,0.6426,0.01,0.0197,0.1313,Stable
563,University of Porto,27.3,27.1,26.9,47.0,39.8,48.3,31743,0.19,0.11,2018,0.2517,0.2481,0.2066,0.2639,0.4646,0.398,0.4435,0.0174,0.0208,0.1111,Stable
589,University of Valencia,27.3,21.9,18.4,56.2,34.4,42.2,48725,0.15,0.09,2018,0.2633,0.2481,0.1497,0.178,0.5576,0.344,0.3778,0.0267,0.0162,0.0909,Stable
677,Jagiellonian University,27.3,23.1,14.2,37.9,32.7,34.3,42594,0.12,0.06,2018,0.3027,0.2481,0.1628,0.1355,0.3727,0.327,0.2928,0.0233,0.0127,0.0606,Stable
756,Sharif University of Technology,27.3,25.5,26.5,36.7,96.4,19.6,11228,0.18,0.0,2018,0.3381,0.2481,0.1891,0.2599,0.3606,0.964,0.1346,0.0062,0.0197,0.0,Stable
2,University of Cambridge,94.8,92.1,98.8,97.1,52.9,94.3,18750,0.11,0.37,2019,0.0004,0.9826,0.9169,0.9909,0.9707,0.529,0.9386,0.0103,0.0116,0.3737,Stable
3,Stanford University,94.7,93.6,96.8,99.9,64.6,79.3,15878,0.07,0.23,2019,0.0009,0.9815,0.9333,0.9707,0.999,0.646,0.7772,0.0087,0.0069,0.2323,Stable
4,Massachusetts Institute of Technology,94.2,91.9,92.7,99.9,87.6,89.0,11231,0.09,0.34,2019,0.0013,0.9761,0.9148,0.9292,0.999,0.876,0.8816,0.0062,0.0092,0.3434,Stable
6,Harvard University,93.6,90.1,98.4,99.6,48.7,79.7,20595,0.09,0.26,2019,0.0022,0.9695,0.8951,0.9869,0.996,0.487,0.7815,0.0113,0.0092,0.2626,Stable
8,Yale University,91.3,91.6,93.5,97.8,51.5,68.3,12318,0.05,0.2,2019,0.0031,0.9445,0.9115,0.9373,0.9778,0.515,0.6588,0.0067,0.0046,0.202,Stable
12,Johns Hopkins University,89.0,81.9,90.5,98.5,95.5,71.9,16146,0.05,0.25,2019,0.0049,0.9195,0.8055,0.907,0.9848,0.955,0.6975,0.0088,0.0046,0.2525,Stable
13,University of Pennsylvania,89.0,87.4,89.2,98.4,70.3,63.6,20443,0.06,0.2,2019,0.0054,0.9195,0.8656,0.8938,0.9838,0.703,0.6082,0.0112,0.0058,0.202,Stable
15,University of California-Berkeley,87.7,78.7,92.3,99.7,49.3,69.8,36468,0.13,0.17,2019,0.0063,0.9053,0.7705,0.9252,0.997,0.493,0.6749,0.02,0.0139,0.1717,Stable
16,Columbia University,87.2,85.4,83.1,98.8,44.8,79.0,26586,0.06,0.37,2019,0.0067,0.8999,0.8437,0.8322,0.9879,0.448,0.774,0.0146,0.0058,0.3737,Stable
18,Duke University,85.4,84.1,78.8,98.2,100.0,61.0,15037,0.04,0.18,2019,0.0076,0.8803,0.8295,0.7887,0.9818,1.0,0.5802,0.0082,0.0035,0.1818,Stable
21,University of Toronto,84.0,75.8,86.3,92.8,50.3,82.8,72202,0.19,0.19,2019,0.009,0.8651,0.7388,0.8645,0.9273,0.503,0.8149,0.0396,0.0208,0.1919,Stable
25,Northwestern University,81.7,69.0,83.6,97.8,75.8,63.0,17600,0.13,0.19,2019,0.0107,0.84,0.6645,0.8372,0.9778,0.758,0.6017,0.0096,0.0139,0.1919,Stable
26,London School of Economics and Political Science,81.3,71.0,83.1,91.0,34.8,92.5,10030,0.12,0.7,2019,0.0112,0.8357,0.6863,0.8322,0.9091,0.348,0.9193,0.0055,0.0127,0.7071,Stable
29,University of Edinburgh,79.8,69.2,73.7,96.8,38.2,93.3,28155,0.13,0.41,2019,0.0125,0.8194,0.6667,0.7371,0.9677,0.382,0.9279,0.0154,0.0139,0.4141,Stable
30,University of California-San Diego,79.7,65.4,79.2,98.2,96.0,59.9,31687,0.13,0.2,2019,0.013,0.8183,0.6251,0.7927,0.9818,0.96,0.5684,0.0174,0.0139,0.202,Stable
32,LMU Munich,78.3,69.9,76.1,90.2,100.0,65.6,35389,0.36,0.16,2019,0.0139,0.803,0.6743,0.7614,0.901,1.0,0.6297,0.0194,0.0405,0.1616,Stable
33,University of Melbourne,78.3,68.0,73.4,90.3,74.0,93.1,45030,0.27,0.42,2019,0.0143,0.803,0.6536,0.7341,0.902,0.74,0.9257,0.0247,0.0301,0.4242,Stable
35,�cole Polytechnique F�d�rale de Lausanne,76.9,66.5,66.5,92.8,69.1,98.7,10343,0.11,0.57,2019,0.0152,0.7878,0.6372,0.6643,0.9273,0.691,0.986,0.0057,0.0116,0.5758,Stable
36,University of Hong Kong,76.3,72.6,78.4,73.7,56.5,99.7,18122,0.18,0.43,2019,0.0157,0.7813,0.7038,0.7846,0.7343,0.565,0.9968,0.0099,0.0197,0.4343,Stable
40,Karolinska Institute,74.9,56.1,72.1,96.2,68.6,77.5,7898,0.09,0.19,2019,0.0175,0.7661,0.5235,0.7209,0.9616,0.686,0.7578,0.0043,0.0092,0.1919,Stable
53,Brown University,71.4,67.3,57.3,95.4,36.2,60.4,9082,0.11,0.21,2019,0.0233,0.728,0.6459,0.5713,0.9535,0.362,0.5737,0.005,0.0116,0.2121,Stable
57,University of Manchester,69.9,57.7,62.0,87.2,45.0,90.1,36530,0.14,0.39,2019,0.0251,0.7116,0.541,0.6188,0.8707,0.45,0.8934,0.02,0.015,0.3939,Stable
58,Delft University of Technology,69.2,58.1,71.4,70.0,99.6,91.6,17880,0.2,0.29,2019,0.0255,0.704,0.5454,0.7139,0.697,0.996,0.9096,0.0098,0.022,0.2929,Stable
63,Seoul National University,67.5,74.6,71.1,64.2,77.2,35.1,26066,0.12,0.12,2019,0.0278,0.6855,0.7257,0.7108,0.6384,0.772,0.3014,0.0143,0.0127,0.1212,Stable
65,Kyoto University,67.3,75.9,77.5,55.0,95.6,31.1,22420,0.09,0.08,2019,0.0287,0.6834,0.7399,0.7755,0.5455,0.956,0.2583,0.0123,0.0092,0.0808,Stable
66,University of Southern California,67.0,53.2,56.6,93.8,39.2,66.3,35510,0.12,0.25,2019,0.0291,0.6801,0.4918,0.5642,0.9374,0.392,0.6372,0.0195,0.0127,0.2525,Stable
67,Humboldt University of Berlin,66.9,64.1,65.8,72.6,41.8,67.2,33000,0.59,0.17,2019,0.0296,0.679,0.6109,0.6572,0.7232,0.418,0.6469,0.0181,0.0671,0.1717,Stable
68,Leiden University,66.3,46.5,62.4,87.3,74.6,74.1,26321,0.18,0.13,2019,0.03,0.6725,0.4186,0.6229,0.8717,0.746,0.7212,0.0144,0.0197,0.1313,Stable
70,Erasmus University Rotterdam,65.8,40.6,55.7,97.2,56.8,84.5,22019,0.2,0.22,2019,0.0309,0.667,0.3541,0.5551,0.9717,0.568,0.8332,0.0121,0.022,0.2222,Stable
74,Boston University,65.0,56.3,44.8,96.8,36.5,62.3,25095,0.08,0.27,2019,0.0327,0.6583,0.5257,0.4449,0.9677,0.365,0.5942,0.0138,0.0081,0.2727,Stable
75,Utrecht University,65.0,43.8,61.2,90.7,62.9,63.1,31551,0.14,0.07,2019,0.0331,0.6583,0.3891,0.6107,0.9061,0.629,0.6028,0.0173,0.015,0.0707,Stable
76,University of Freiburg,64.7,50.5,53.1,85.8,100.0,71.6,22005,0.45,0.22,2019,0.0336,0.6551,0.4623,0.5288,0.8566,1.0,0.6943,0.0121,0.0509,0.2222,Stable
77,McMaster University,64.4,44.0,48.2,94.3,93.5,80.5,24602,0.27,0.16,2019,0.034,0.6518,0.3913,0.4793,0.9424,0.935,0.7901,0.0135,0.0301,0.1616,Stable
82,University of Maryland-College Park,63.7,47.8,57.7,93.2,38.7,41.2,32099,0.16,0.1,2019,0.0363,0.6442,0.4328,0.5753,0.9313,0.387,0.3671,0.0176,0.0173,0.101,Stable
84,Emory University,63.6,56.0,39.7,98.4,43.6,56.4,12647,0.04,0.2,2019,0.0372,0.6431,0.5224,0.3933,0.9838,0.436,0.5307,0.0069,0.0035,0.202,Stable
88,Uppsala University,63.3,44.3,55.7,87.7,77.3,67.4,25061,0.17,0.14,2019,0.039,0.6398,0.3945,0.5551,0.8758,0.773,0.6491,0.0137,0.0185,0.1414,Stable
91,University of Montreal,63.0,47.8,50.2,84.6,74.3,85.0,37311,0.2,0.23,2019,0.0403,0.6366,0.4328,0.4995,0.8444,0.743,0.8385,0.0204,0.022,0.2323,Stable
92,University of Zurich,63.0,46.5,46.4,89.6,53.4,91.4,26340,0.15,0.2,2019,0.0408,0.6366,0.4186,0.4611,0.8949,0.534,0.9074,0.0144,0.0162,0.202,Stable
95,Michigan State University,62.8,56.5,54.2,79.8,37.9,62.9,44951,0.17,0.17,2019,0.0421,0.6344,0.5279,0.5399,0.796,0.379,0.6006,0.0246,0.0185,0.1717,Stable
96,University of California-Irvine,62.7,44.5,47.6,94.6,60.8,69.3,31089,0.17,0.24,2019,0.0425,0.6333,0.3967,0.4732,0.9455,0.608,0.6695,0.017,0.0185,0.2424,Stable
99,Dartmouth College,62.4,59.6,38.9,95.9,41.3,40.1,6172,0.07,0.15,2019,0.0439,0.63,0.5617,0.3852,0.9586,0.413,0.3552,0.0034,0.0069,0.1515,Stable
100,University of Helsinki,62.4,46.2,57.6,87.5,37.4,54.4,22418,0.17,0.06,2019,0.0443,0.63,0.4153,0.5743,0.8737,0.374,0.5091,0.0123,0.0185,0.0606,Stable
102,Korea Advanced Institute of Science and Technology (KAIST),61.8,61.7,59.3,67.8,99.9,35.7,9587,0.1,0.09,2019,0.0452,0.6235,0.5847,0.5915,0.6747,0.999,0.3079,0.0053,0.0104,0.0909,Stable
103,University of Basel,61.5,43.1,39.4,90.1,99.4,96.1,12852,0.18,0.27,2019,0.0457,0.6202,0.3814,0.3903,0.9,0.994,0.958,0.007,0.0197,0.2727,Stable
104,Free University of Berlin,61.4,61.3,64.3,57.2,42.4,74.0,35032,0.56,0.21,2019,0.0461,0.6192,0.5803,0.6421,0.5677,0.424,0.7201,0.0192,0.0636,0.2121,Stable
106,University of Sheffield,61.2,46.0,46.0,86.5,43.1,87.2,25575,0.15,0.35,2019,0.047,0.617,0.4131,0.457,0.8636,0.431,0.8622,0.014,0.0162,0.3535,Stable
108,�cole Polytechnique,60.8,58.6,46.6,68.2,70.6,94.0,2908,0.06,0.36,2019,0.0479,0.6126,0.5508,0.4631,0.6788,0.706,0.9354,0.0016,0.0058,0.3636,Stable
109,Georgetown University,60.7,56.0,36.0,93.2,64.6,46.9,15801,0.09,0.17,2019,0.0484,0.6115,0.5224,0.3559,0.9313,0.646,0.4284,0.0087,0.0092,0.1717,Stable
111,University of Bonn,60.3,48.4,40.7,89.9,87.4,59.7,37708,0.7,0.13,2019,0.0493,0.6072,0.4393,0.4034,0.898,0.874,0.5662,0.0207,0.0798,0.1313,Stable
112,City University of Hong Kong,60.3,43.7,46.3,80.6,63.2,99.8,9928,0.11,0.41,2019,0.0497,0.6072,0.388,0.4601,0.804,0.632,0.9978,0.0054,0.0116,0.4141,Stable
118,University of Southampton,59.6,39.7,42.0,90.2,40.7,93.9,24080,0.14,0.36,2019,0.0524,0.5996,0.3443,0.4166,0.901,0.407,0.9343,0.0132,0.015,0.3636,Stable
123,Aarhus University,59.0,37.0,51.4,84.2,63.0,75.3,26867,0.15,0.11,2019,0.0546,0.593,0.3148,0.5116,0.8404,0.63,0.7341,0.0147,0.0162,0.1111,Stable
