rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,rank_n,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n,trend_category
188,University of W�rzburg,51.6,34.8,37.0,83.4,48.1,51.2,22297,0.34,0.08,2017,0.0837,0.5125,0.2907,0.366,0.8323,0.481,0.4747,0.0122,0.0382,0.0808,Improving
192,Hong Kong Polytechnic University,51.2,35.0,41.8,69.9,47.9,79.7,21907,0.26,0.25,2017,0.0855,0.5082,0.2929,0.4146,0.696,0.479,0.7815,0.012,0.0289,0.2525,Improving
202,Aalto University,50.3,34.4,29.0,75.0,52.5,69.6,12653,0.2,0.2,2017,0.09,0.4984,0.2863,0.2851,0.7475,0.525,0.6728,0.0069,0.022,0.202,Improving
207,University of Bologna,49.8,35.6,27.5,81.7,37.4,42.8,84486,0.22,0.07,2017,0.0923,0.4929,0.2995,0.27,0.8152,0.374,0.3843,0.0463,0.0243,0.0707,Improving
222,King Abdulaziz University,48.3,26.4,12.4,93.3,66.0,92.1,37178,0.08,0.21,2017,0.099,0.4766,0.1989,0.1173,0.9323,0.66,0.915,0.0204,0.0081,0.2121,Improving
225,Nanjing University,48.0,41.7,36.9,61.5,73.9,51.4,34784,0.16,0.09,2017,0.1003,0.4733,0.3661,0.365,0.6111,0.739,0.4769,0.0191,0.0173,0.0909,Improving
234,Queensland University of Technology,47.1,28.4,37.9,67.4,58.9,77.9,34398,0.36,0.17,2017,0.1043,0.4635,0.2208,0.3751,0.6707,0.589,0.7621,0.0189,0.0405,0.1717,Improving
236,Queen s University Belfast,46.9,31.2,31.9,78.3,37.1,94.3,17350,0.16,0.32,2017,0.1052,0.4614,0.2514,0.3145,0.7808,0.371,0.9386,0.0095,0.0173,0.3232,Improving
238,Shanghai Jiao Tong University,46.7,51.9,56.5,41.5,90.5,29.3,36535,0.12,0.06,2017,0.1061,0.4592,0.4776,0.5632,0.4091,0.905,0.239,0.02,0.0127,0.0606,Improving
244,University of Technology Sydney,46.1,27.1,40.0,73.8,44.2,92.3,25069,0.44,0.35,2017,0.1088,0.4527,0.2066,0.3964,0.7354,0.442,0.9171,0.0137,0.0497,0.3535,Improving
253,Zhejiang University,45.2,51.7,54.2,44.5,89.2,22.0,47845,0.15,0.05,2017,0.1129,0.4429,0.4754,0.5399,0.4394,0.892,0.1604,0.0262,0.0162,0.0505,Improving
255,University of Bath,45.0,31.8,31.0,65.1,37.2,85.5,11765,0.17,0.3,2017,0.1137,0.4407,0.2579,0.3054,0.6475,0.372,0.8439,0.0064,0.0185,0.303,Improving
257,Bielefeld University,44.8,37.6,43.7,55.6,59.3,46.2,22279,0.7,0.08,2017,0.1146,0.4385,0.3213,0.4338,0.5515,0.593,0.4209,0.0122,0.0798,0.0808,Improving
264,Deakin University,44.1,23.0,24.5,75.5,34.1,76.8,34968,0.31,0.17,2017,0.1178,0.4309,0.1617,0.2396,0.7525,0.341,0.7503,0.0192,0.0347,0.1717,Improving
273,Macquarie University,43.2,32.5,36.5,62.3,41.3,75.0,27532,0.33,0.24,2017,0.1218,0.4211,0.2656,0.361,0.6192,0.413,0.7309,0.0151,0.037,0.2424,Improving
284,Sapienza University of Rome,42.1,38.3,35.3,67.2,41.0,37.6,115327,0.32,0.07,2017,0.1267,0.4091,0.329,0.3488,0.6687,0.41,0.3283,0.0632,0.0358,0.0707,Improving
287,University of Surrey,41.8,30.0,32.6,60.9,37.6,91.8,10375,0.13,0.38,2017,0.1281,0.4059,0.2383,0.3215,0.6051,0.376,0.9117,0.0057,0.0139,0.3838,Improving
298,University of Wollongong,40.7,28.3,32.1,64.1,49.2,87.0,16581,0.26,0.24,2017,0.133,0.3939,0.2197,0.3165,0.6374,0.492,0.8601,0.0091,0.0289,0.2424,Improving
329,University of Navarra,37.6,29.7,23.9,65.3,55.6,55.6,10584,0.14,0.16,2017,0.1469,0.3602,0.235,0.2336,0.6495,0.556,0.5221,0.0058,0.015,0.1616,Improving
333,University of Padua,37.2,24.5,20.4,80.6,35.5,39.0,62267,0.19,0.04,2017,0.1487,0.3558,0.1781,0.1982,0.804,0.355,0.3434,0.0341,0.0208,0.0404,Improving
341,University of Tartu,36.4,23.6,23.1,80.9,34.5,48.4,9464,0.12,0.04,2017,0.1523,0.3471,0.1683,0.2255,0.8071,0.345,0.4446,0.0052,0.0127,0.0404,Improving
348,Vrije Universiteit Brussel,35.7,27.3,23.7,66.7,48.3,70.0,12484,0.22,0.21,2017,0.1554,0.3395,0.2087,0.2315,0.6636,0.483,0.6771,0.0068,0.0243,0.2121,Improving
416,Curtin University,28.9,21.0,23.5,52.1,39.5,93.8,31353,0.18,0.36,2017,0.1858,0.2655,0.1399,0.2295,0.5162,0.395,0.9333,0.0172,0.0197,0.3636,Improving
491,Wuhan University,21.4,40.9,30.2,29.2,91.1,37.5,49152,0.14,0.07,2017,0.2194,0.1839,0.3574,0.2973,0.2848,0.911,0.3272,0.0269,0.015,0.0707,Improving
1,University of Oxford,94.3,86.7,99.5,99.1,63.7,95.0,20410,0.11,0.38,2018,0.0,0.9771,0.8579,0.998,0.9909,0.637,0.9462,0.0112,0.0116,0.3838,Improving
22,National University of Singapore,82.8,77.4,88.2,81.3,61.9,95.8,30602,0.17,0.3,2018,0.0094,0.852,0.7563,0.8837,0.8111,0.619,0.9548,0.0168,0.0185,0.303,Improving
28,New York University,79.2,73.7,77.4,96.5,37.0,53.4,43860,0.1,0.26,2018,0.0121,0.8128,0.7158,0.7745,0.9646,0.37,0.4984,0.024,0.0104,0.2626,Improving
29,Peking University,79.2,83.0,85.1,74.2,100.0,53.0,42136,0.09,0.16,2018,0.0125,0.8128,0.8175,0.8524,0.7394,1.0,0.4941,0.0231,0.0092,0.1616,Improving
30,Tsinghua University,79.0,80.2,93.2,71.4,99.8,41.0,42089,0.14,0.09,2018,0.013,0.8107,0.7869,0.9343,0.7111,0.998,0.3649,0.0231,0.015,0.0909,Improving
36,King s College London,75.6,59.3,71.2,94.4,43.9,94.5,23205,0.12,0.41,2018,0.0157,0.7737,0.5585,0.7118,0.9434,0.439,0.9408,0.0127,0.0127,0.4141,Improving
41,Technical University of Munich,73.5,60.3,71.2,88.4,100.0,66.8,38689,0.54,0.23,2018,0.0179,0.7508,0.5694,0.7118,0.8828,1.0,0.6426,0.0212,0.0613,0.2323,Improving
47,KU Leuven,71.8,54.2,70.9,88.7,99.9,68.3,44412,0.37,0.15,2018,0.0206,0.7323,0.5027,0.7088,0.8859,0.999,0.6588,0.0243,0.0416,0.1515,Improving
58,Chinese University of Hong Kong,68.5,57.0,64.4,80.6,56.8,86.6,18072,0.17,0.31,2018,0.0255,0.6964,0.5333,0.6431,0.804,0.568,0.8558,0.0099,0.0185,0.3131,Improving
59,University of Amsterdam,68.4,51.3,62.6,91.9,49.9,72.2,23495,0.12,0.12,2018,0.026,0.6953,0.471,0.6249,0.9182,0.499,0.7008,0.0129,0.0127,0.1212,Improving
65,The University of Queensland,67.0,47.6,59.4,87.8,76.2,88.8,38968,0.36,0.26,2018,0.0287,0.6801,0.4306,0.5925,0.8768,0.762,0.8794,0.0214,0.0405,0.2626,Improving
79,RWTH Aachen University,63.3,53.4,62.4,72.8,99.7,56.4,43721,0.58,0.18,2018,0.0349,0.6398,0.494,0.6229,0.7253,0.997,0.5307,0.024,0.0659,0.1818,Improving
80,University of Glasgow,63.2,43.4,48.9,92.6,38.6,90.4,23390,0.15,0.36,2018,0.0354,0.6387,0.3847,0.4863,0.9253,0.386,0.8967,0.0128,0.0162,0.3636,Improving
81,Monash University,63.2,47.4,55.4,80.9,71.5,83.8,46846,0.34,0.28,2018,0.0358,0.6387,0.4284,0.5521,0.8071,0.715,0.8256,0.0257,0.0382,0.2828,Improving
83,University of Groningen,62.8,40.7,54.8,89.0,77.2,74.4,26197,0.24,0.17,2018,0.0367,0.6344,0.3552,0.546,0.8889,0.772,0.7244,0.0144,0.0266,0.1717,Improving
91,University of Warwick,61.6,46.6,52.0,80.4,41.0,91.9,18425,0.13,0.39,2018,0.0403,0.6213,0.4197,0.5177,0.802,0.41,0.9128,0.0101,0.0139,0.3939,Improving
94,University of T�bingen,61.2,45.7,55.4,83.0,55.4,60.8,27844,0.39,0.13,2018,0.0416,0.617,0.4098,0.5521,0.8283,0.554,0.578,0.0153,0.0439,0.1313,Improving
105,University of Bern,60.0,42.7,43.6,85.4,81.0,85.7,10449,0.17,0.15,2018,0.0466,0.6039,0.377,0.4328,0.8525,0.81,0.8461,0.0057,0.0185,0.1515,Improving
110,University of Copenhagen,59.4,44.0,39.7,90.6,44.6,79.3,30395,0.04,0.14,2018,0.0488,0.5974,0.3913,0.3933,0.9051,0.446,0.7772,0.0167,0.0035,0.1414,Improving
111,Sungkyunkwan University (SKKU),59.3,54.1,55.1,69.5,93.7,44.7,24055,0.2,0.12,2018,0.0493,0.5963,0.5016,0.549,0.6919,0.937,0.4047,0.0132,0.022,0.1212,Improving
116,Fudan University,58.9,59.5,57.5,65.1,53.0,38.7,32859,0.12,0.1,2018,0.0515,0.5919,0.5607,0.5733,0.6475,0.53,0.3402,0.018,0.0127,0.101,Improving
132,University of Science and Technology of China,57.7,52.7,49.1,76.9,81.7,27.9,16032,0.08,0.03,2018,0.0587,0.5789,0.4863,0.4884,0.7667,0.817,0.2239,0.0088,0.0081,0.0303,Improving
134,University of Adelaide,57.5,35.9,43.1,85.3,67.3,86.6,21241,0.34,0.26,2018,0.0596,0.5767,0.3027,0.4277,0.8515,0.673,0.8558,0.0116,0.0382,0.2626,Improving
141,University of Birmingham,56.8,36.5,38.3,89.7,37.2,86.3,27060,0.15,0.27,2018,0.0627,0.5691,0.3093,0.3792,0.896,0.372,0.8525,0.0148,0.0162,0.2727,Improving
146,University of Oslo,56.3,36.0,42.8,86.8,41.9,73.4,27730,0.19,0.19,2018,0.0649,0.5637,0.3038,0.4247,0.8667,0.419,0.7137,0.0152,0.0208,0.1919,Improving
157,Ulm University,55.5,37.1,37.4,90.0,77.3,56.5,10657,0.28,0.13,2018,0.0699,0.555,0.3158,0.3701,0.899,0.773,0.5318,0.0058,0.0312,0.1313,Improving
167,University of W�rzburg,54.7,35.8,42.8,86.5,46.1,53.7,22537,0.34,0.09,2018,0.0743,0.5462,0.3016,0.4247,0.8636,0.461,0.5016,0.0124,0.0382,0.0909,Improving
169,Nanjing University,54.5,49.6,47.0,64.9,77.8,54.4,33456,0.14,0.1,2018,0.0752,0.5441,0.4525,0.4671,0.6455,0.778,0.5091,0.0183,0.015,0.101,Improving
178,Zhejiang University,53.9,57.0,63.7,45.1,89.4,25.2,50051,0.14,0.06,2018,0.0793,0.5375,0.5333,0.636,0.4455,0.894,0.1948,0.0274,0.015,0.0606,Improving
183,Hong Kong Polytechnic University,53.6,39.1,48.1,67.7,45.8,79.9,21773,0.27,0.25,2018,0.0815,0.5343,0.3377,0.4783,0.6737,0.458,0.7836,0.0119,0.0301,0.2525,Improving
189,Shanghai Jiao Tong University,52.8,53.5,62.5,44.1,88.9,33.4,37288,0.12,0.06,2018,0.0842,0.5256,0.4951,0.6239,0.4354,0.889,0.2831,0.0204,0.0127,0.0606,Improving
190,Aalto University,52.7,37.8,35.8,79.5,52.5,72.5,12744,0.2,0.2,2018,0.0846,0.5245,0.3235,0.3539,0.7929,0.525,0.704,0.007,0.022,0.202,Improving
204,University of Bologna,51.2,43.6,30.1,80.0,39.1,47.4,62296,0.22,0.1,2018,0.0909,0.5082,0.3869,0.2963,0.798,0.391,0.4338,0.0341,0.0243,0.101,Improving
222,King Abdulaziz University,49.4,25.6,15.3,97.3,77.8,92.0,31554,0.08,0.21,2018,0.099,0.4886,0.1902,0.1466,0.9727,0.778,0.9139,0.0173,0.0081,0.2121,Improving
232,Queen s University Belfast,48.4,28.3,32.3,83.1,35.7,94.6,17945,0.17,0.32,2018,0.1034,0.4777,0.2197,0.3185,0.8293,0.357,0.9419,0.0098,0.0185,0.3232,Improving
233,Queensland University of Technology,48.3,30.7,40.3,73.0,63.2,79.1,35211,0.37,0.17,2018,0.1039,0.4766,0.2459,0.3994,0.7273,0.632,0.775,0.0193,0.0416,0.1717,Improving
242,University of Technology Sydney,47.4,29.7,40.5,71.7,51.0,94.2,25256,0.44,0.37,2018,0.1079,0.4668,0.235,0.4014,0.7141,0.51,0.9376,0.0138,0.0497,0.3737,Improving
254,University of Bath,46.2,33.9,31.7,67.3,36.0,88.3,12515,0.16,0.32,2018,0.1133,0.4538,0.2809,0.3124,0.6697,0.36,0.8741,0.0069,0.0173,0.3232,Improving
256,Bielefeld University,46.0,36.9,42.0,58.6,54.5,46.3,23683,0.67,0.08,2018,0.1142,0.4516,0.3137,0.4166,0.5818,0.545,0.422,0.013,0.0763,0.0808,Improving
273,Macquarie University,44.3,31.3,34.4,70.0,41.0,77.0,27955,0.31,0.22,2018,0.1218,0.4331,0.2525,0.3397,0.697,0.41,0.7524,0.0153,0.0347,0.2222,Improving
275,Medical University of Vienna,44.1,31.2,13.5,90.2,36.6,84.1,7209,0.03,0.28,2018,0.1227,0.4309,0.2514,0.1284,0.901,0.366,0.8288,0.0039,0.0023,0.2828,Improving
288,University of Surrey,42.8,30.3,33.1,64.5,46.3,92.7,11025,0.14,0.38,2018,0.1285,0.4168,0.2415,0.3266,0.6414,0.463,0.9214,0.006,0.015,0.3838,Improving
298,University of Wollongong,41.8,29.4,33.2,67.1,47.7,88.1,16947,0.27,0.24,2018,0.133,0.4059,0.2317,0.3276,0.6677,0.477,0.8719,0.0093,0.0301,0.2424,Improving
310,Deakin University,40.6,23.3,26.6,72.0,36.2,77.7,36768,0.33,0.17,2018,0.1384,0.3928,0.165,0.2609,0.7172,0.362,0.76,0.0202,0.037,0.1717,Improving
329,University of Navarra,38.7,27.9,24.5,74.6,63.9,59.7,10827,0.15,0.19,2018,0.1469,0.3721,0.2153,0.2396,0.7434,0.639,0.5662,0.0059,0.0162,0.1919,Improving
335,Sapienza University of Rome,38.1,38.4,34.7,64.1,41.2,38.9,111453,0.32,0.07,2018,0.1496,0.3656,0.3301,0.3428,0.6374,0.412,0.3423,0.0611,0.0358,0.0707,Improving
337,University of Tartu,37.9,24.5,25.3,83.6,33.5,50.4,8835,0.12,0.05,2018,0.1505,0.3634,0.1781,0.2477,0.8343,0.335,0.4661,0.0048,0.0127,0.0505,Improving
346,Vrije Universiteit Brussel,37.0,30.6,25.6,68.7,51.7,71.6,12785,0.22,0.21,2018,0.1545,0.3536,0.2448,0.2508,0.6838,0.517,0.6943,0.007,0.0243,0.2121,Improving
359,Curtin University,36.9,22.6,23.7,60.6,39.5,94.4,31483,0.18,0.37,2018,0.1603,0.3526,0.1574,0.2315,0.602,0.395,0.9397,0.0173,0.0197,0.3737,Improving
379,University of Padua,36.9,27.4,17.1,81.9,35.8,41.0,62218,0.31,0.04,2018,0.1693,0.3526,0.2098,0.1648,0.8172,0.358,0.3649,0.0341,0.0347,0.0404,Improving
493,Wuhan University,27.4,44.9,33.7,37.5,89.9,37.7,50178,0.14,0.07,2018,0.2203,0.2492,0.4011,0.3327,0.3687,0.899,0.3294,0.0275,0.015,0.0707,Improving
1,University of Oxford,96.0,91.8,99.5,99.1,67.0,96.3,20300,0.11,0.4,2019,0.0,0.9956,0.9137,0.998,0.9909,0.67,0.9602,0.0111,0.0116,0.404,Improving
22,Tsinghua University,82.9,87.7,94.1,74.8,99.8,45.8,36912,0.12,0.11,2019,0.0094,0.8531,0.8689,0.9434,0.7455,0.998,0.4166,0.0202,0.0127,0.1111,Improving
23,National University of Singapore,82.4,77.3,88.8,78.9,67.6,95.5,30727,0.17,0.28,2019,0.0099,0.8477,0.7552,0.8898,0.7869,0.676,0.9516,0.0168,0.0185,0.2828,Improving
27,New York University,81.0,77.7,76.1,96.6,38.9,65.0,44433,0.09,0.32,2019,0.0116,0.8324,0.7596,0.7614,0.9657,0.389,0.6233,0.0244,0.0092,0.3232,Improving
31,Peking University,79.3,88.8,80.4,76.7,48.3,57.5,42547,0.09,0.17,2019,0.0134,0.8139,0.8809,0.8049,0.7646,0.483,0.5425,0.0233,0.0092,0.1717,Improving
38,King s College London,75.8,61.1,68.7,95.2,45.9,95.3,24295,0.12,0.42,2019,0.0166,0.7758,0.5781,0.6866,0.9515,0.459,0.9494,0.0133,0.0127,0.4242,Improving
46,Technical University of Munich,73.7,62.9,68.6,88.3,100.0,70.5,39726,0.51,0.24,2019,0.0202,0.753,0.5978,0.6855,0.8818,1.0,0.6825,0.0218,0.0578,0.2424,Improving
48,KU Leuven,72.6,56.9,70.4,88.9,99.9,70.1,44719,0.36,0.15,2019,0.021,0.741,0.5322,0.7037,0.8879,0.999,0.6781,0.0245,0.0405,0.1515,Improving
54,Chinese University of Hong Kong,71.4,59.3,64.9,84.5,54.1,98.6,17883,0.18,0.33,2019,0.0237,0.728,0.5585,0.6481,0.8434,0.541,0.9849,0.0098,0.0197,0.3333,Improving
62,University of Amsterdam,67.9,50.1,61.9,92.3,42.9,74.0,23778,0.12,0.12,2019,0.0273,0.6899,0.4579,0.6178,0.9222,0.429,0.7201,0.013,0.0127,0.1212,Improving
69,The University of Queensland,66.0,47.3,57.4,86.5,70.3,91.7,38187,0.34,0.31,2019,0.0305,0.6692,0.4273,0.5723,0.8636,0.703,0.9107,0.0209,0.0382,0.3131,Improving
79,University of Groningen,64.1,42.5,54.4,90.7,79.7,77.5,26183,0.24,0.18,2019,0.0349,0.6485,0.3749,0.542,0.9061,0.797,0.7578,0.0143,0.0266,0.1818,Improving
80,University of Warwick,64.1,48.0,51.8,87.0,41.5,93.3,19650,0.13,0.41,2019,0.0354,0.6485,0.435,0.5157,0.8687,0.415,0.9279,0.0108,0.0139,0.4141,Improving
83,Sungkyunkwan University (SKKU),63.7,58.4,59.1,74.8,96.9,48.8,23359,0.2,0.14,2019,0.0367,0.6442,0.5486,0.5895,0.7455,0.969,0.4489,0.0128,0.022,0.1414,Improving
85,Monash University,63.6,46.1,53.7,83.8,74.1,88.7,49728,0.35,0.35,2019,0.0376,0.6431,0.4142,0.5349,0.8364,0.741,0.8784,0.0273,0.0393,0.3535,Improving
87,RWTH Aachen University,63.3,56.7,60.7,71.3,98.8,56.2,44517,0.62,0.19,2019,0.0385,0.6398,0.5301,0.6057,0.7101,0.988,0.5285,0.0244,0.0705,0.1919,Improving
89,University of T�bingen,63.2,50.0,54.4,84.9,67.0,62.6,28743,0.39,0.14,2019,0.0394,0.6387,0.4568,0.542,0.8475,0.67,0.5974,0.0158,0.0439,0.1414,Improving
93,University of Science and Technology of China,62.9,62.3,54.7,77.1,89.2,32.2,16152,0.08,0.04,2019,0.0412,0.6355,0.5913,0.545,0.7687,0.892,0.2702,0.0089,0.0081,0.0404,Improving
94,University of Glasgow,62.8,41.2,48.3,93.6,40.1,92.3,24235,0.15,0.36,2019,0.0416,0.6344,0.3607,0.4803,0.9354,0.401,0.9171,0.0133,0.0162,0.3636,Improving
101,Zhejiang University,62.2,69.4,68.4,47.9,100.0,53.3,36031,0.11,0.18,2019,0.0448,0.6279,0.6689,0.6835,0.4737,1.0,0.4973,0.0197,0.0116,0.1818,Improving
105,Fudan University,61.4,63.7,57.2,68.9,50.2,42.2,34393,0.12,0.11,2019,0.0466,0.6192,0.6066,0.5703,0.6859,0.502,0.3778,0.0188,0.0127,0.1111,Improving
110,University of Bern,60.3,45.1,41.7,85.5,83.1,86.5,10967,0.17,0.15,2019,0.0488,0.6072,0.4033,0.4135,0.8535,0.831,0.8547,0.006,0.0185,0.1515,Improving
116,University of Birmingham,59.7,38.9,43.3,91.5,39.8,88.5,28355,0.15,0.28,2019,0.0515,0.6007,0.3355,0.4297,0.9141,0.398,0.8762,0.0155,0.0162,0.2828,Improving
117,University of Copenhagen,59.7,44.2,39.4,90.8,45.8,83.2,32157,0.04,0.16,2019,0.0519,0.6007,0.3934,0.3903,0.9071,0.458,0.8192,0.0176,0.0035,0.1616,Improving
121,University of Oslo,59.1,39.8,44.2,91.2,41.8,73.3,20552,0.13,0.17,2019,0.0537,0.5941,0.3454,0.4388,0.9111,0.418,0.7126,0.0113,0.0139,0.1717,Improving
134,Nanjing University,58.4,54.4,47.5,71.7,84.0,56.1,34580,0.16,0.09,2019,0.0596,0.5865,0.5049,0.4722,0.7141,0.84,0.5274,0.019,0.0173,0.0909,Improving
136,University of Adelaide,58.3,32.8,41.2,92.5,61.6,90.9,21339,0.3,0.27,2019,0.0605,0.5854,0.2689,0.4085,0.9242,0.616,0.902,0.0117,0.0335,0.2727,Improving
150,Ulm University,57.2,40.6,36.7,92.6,75.8,57.6,10719,0.28,0.13,2019,0.0667,0.5734,0.3541,0.363,0.9253,0.758,0.5436,0.0059,0.0312,0.1313,Improving
160,Hong Kong Polytechnic University,56.2,42.4,49.0,68.3,43.4,95.7,21977,0.28,0.25,2019,0.0712,0.5626,0.3738,0.4874,0.6798,0.434,0.9537,0.012,0.0312,0.2525,Improving
161,University of W�rzburg,56.2,38.1,42.6,87.3,59.8,57.9,22264,0.3,0.1,2019,0.0717,0.5626,0.3268,0.4226,0.8717,0.598,0.5468,0.0122,0.0335,0.101,Improving
180,University of Bologna,54.7,51.2,32.6,82.7,43.9,49.2,66998,0.24,0.11,2019,0.0802,0.5462,0.4699,0.3215,0.8253,0.439,0.4532,0.0367,0.0266,0.1111,Improving
181,Aalto University,54.5,40.5,37.7,79.6,49.6,78.4,12421,0.19,0.23,2019,0.0806,0.5441,0.353,0.3731,0.7939,0.496,0.7675,0.0068,0.0208,0.2323,Improving
190,Shanghai Jiao Tong University,54.1,60.2,54.8,46.2,78.5,49.9,40711,0.11,0.09,2019,0.0846,0.5397,0.5683,0.546,0.4566,0.785,0.4607,0.0223,0.0116,0.0909,Improving
196,University of Technology Sydney,53.6,32.2,41.8,76.4,52.2,95.4,25637,0.43,0.36,2019,0.0873,0.5343,0.2623,0.4146,0.7616,0.522,0.9505,0.014,0.0486,0.3636,Improving
203,University of Bath,52.7,32.0,31.7,77.8,38.2,89.8,13200,0.17,0.33,2019,0.0905,0.5245,0.2601,0.3124,0.7758,0.382,0.8902,0.0072,0.0185,0.3333,Improving
204,Bielefeld University,52.6,35.4,40.0,79.3,53.4,46.4,24255,0.64,0.08,2019,0.0909,0.5234,0.2973,0.3964,0.7909,0.534,0.423,0.0133,0.0728,0.0808,Improving
221,King Abdulaziz University,50.9,27.8,16.3,99.0,77.2,92.9,33111,0.08,0.21,2019,0.0985,0.5049,0.2142,0.1567,0.9899,0.772,0.9236,0.0181,0.0081,0.2121,Improving
224,Macquarie University,50.6,33.4,37.3,71.3,46.2,81.6,28729,0.44,0.26,2019,0.0999,0.5016,0.2754,0.3691,0.7101,0.462,0.8019,0.0157,0.0497,0.2626,Improving
227,Medical University of Vienna,50.3,32.1,21.9,90.5,49.7,78.8,7086,0.08,0.29,2019,0.1012,0.4984,0.2612,0.2133,0.904,0.497,0.7718,0.0039,0.0081,0.2929,Improving
230,University of Padua,50.0,39.9,27.7,83.7,37.5,42.4,43289,0.21,0.04,2019,0.1026,0.4951,0.3464,0.272,0.8354,0.375,0.38,0.0237,0.0231,0.0404,Improving
234,Queen s University Belfast,49.6,27.5,32.6,87.6,38.7,96.3,17655,0.17,0.35,2019,0.1043,0.4908,0.2109,0.3215,0.8747,0.387,0.9602,0.0097,0.0185,0.3535,Improving
235,Queensland University of Technology,49.5,28.6,37.9,81.3,56.7,79.9,33931,0.35,0.16,2019,0.1048,0.4897,0.223,0.3751,0.8111,0.567,0.7836,0.0186,0.0393,0.1616,Improving
249,University of Wollongong,48.1,30.3,33.5,75.7,52.8,90.9,18209,0.31,0.26,2019,0.1111,0.4744,0.2415,0.3306,0.7545,0.528,0.902,0.01,0.0347,0.2626,Improving
270,University of Navarra,46.0,34.1,24.2,82.0,66.6,63.2,10717,0.15,0.2,2019,0.1205,0.4516,0.2831,0.2366,0.8182,0.666,0.6039,0.0059,0.0162,0.202,Improving
280,Sapienza University of Rome,45.0,38.0,38.3,70.4,44.2,39.6,68282,0.22,0.06,2019,0.1249,0.4407,0.3257,0.3792,0.701,0.442,0.3498,0.0374,0.0243,0.0606,Improving
286,University of Surrey,44.4,32.0,32.6,72.2,47.7,93.2,11985,0.16,0.4,2019,0.1276,0.4342,0.2601,0.3215,0.7192,0.477,0.9268,0.0066,0.0173,0.404,Improving
297,Vrije Universiteit Brussel,43.3,35.4,36.1,66.4,57.9,74.1,11101,0.28,0.22,2019,0.1326,0.4222,0.2973,0.3569,0.6606,0.579,0.7212,0.0061,0.0312,0.2222,Improving
312,Curtin University,43.2,20.6,25.7,74.8,41.6,94.9,30904,0.18,0.35,2019,0.1393,0.4211,0.1355,0.2518,0.7455,0.416,0.9451,0.0169,0.0197,0.3535,Improving
338,University of Tartu,43.2,25.1,26.4,81.1,36.8,51.9,8518,0.11,0.06,2019,0.1509,0.4211,0.1847,0.2588,0.8091,0.368,0.4822,0.0047,0.0116,0.0606,Improving
350,Wuhan University,43.2,48.0,34.1,47.1,87.3,40.4,50015,0.14,0.08,2019,0.1563,0.4211,0.435,0.3367,0.4657,0.873,0.3584,0.0274,0.015,0.0808,Improving
360,Deakin University,43.2,23.3,28.8,67.9,38.3,81.3,37330,0.3,0.19,2019,0.1608,0.4211,0.165,0.2831,0.6758,0.383,0.7987,0.0205,0.0335,0.1919,Improving
1,University of Oxford,95.4,90.5,99.6,98.4,65.5,96.4,20664,0.11,0.41,2020,0.0,0.9891,0.8995,0.999,0.9838,0.655,0.9612,0.0113,0.0116,0.4141,Improving
23,Tsinghua University,82.6,86.6,94.0,74.6,100.0,47.4,38783,0.12,0.11,2020,0.0099,0.8498,0.8568,0.9424,0.7434,1.0,0.4338,0.0213,0.0127,0.1111,Improving
24,Peking University,82.3,89.1,90.0,73.2,86.6,59.6,39575,0.12,0.15,2020,0.0103,0.8466,0.8842,0.9019,0.7293,0.866,0.5651,0.0217,0.0127,0.1515,Improving
25,National University of Singapore,81.9,76.8,90.4,76.9,58.8,95.5,30869,0.18,0.28,2020,0.0107,0.8422,0.7497,0.906,0.7667,0.588,0.9516,0.0169,0.0197,0.2828,Improving
29,New York University,81.1,76.8,77.5,96.5,38.7,65.4,44466,0.09,0.33,2020,0.0125,0.8335,0.7497,0.7755,0.9646,0.387,0.6276,0.0244,0.0092,0.3333,Improving
36,King s College London,75.7,61.3,68.5,94.8,45.6,95.6,26057,0.12,0.44,2020,0.0157,0.7748,0.5803,0.6845,0.9475,0.456,0.9526,0.0143,0.0127,0.4444,Improving
43,Technical University of Munich,74.1,64.6,70.4,85.5,100.0,72.9,40472,0.48,0.27,2020,0.0188,0.7573,0.6164,0.7037,0.8535,1.0,0.7083,0.0222,0.0543,0.2727,Improving
45,KU Leuven,73.2,58.7,73.9,85.3,99.3,71.8,45049,0.36,0.15,2020,0.0197,0.7476,0.5519,0.7391,0.8515,0.993,0.6964,0.0247,0.0405,0.1515,Improving
58,Chinese University of Hong Kong,69.6,55.8,62.8,84.5,55.2,97.8,18340,0.19,0.32,2020,0.0255,0.7084,0.5202,0.6269,0.8434,0.552,0.9763,0.0101,0.0208,0.3232,Improving
62,University of Amsterdam,68.1,48.0,63.4,91.2,45.3,82.0,26723,0.14,0.18,2020,0.0273,0.6921,0.435,0.633,0.9111,0.453,0.8062,0.0146,0.015,0.1818,Improving
73,University of Groningen,65.1,42.3,55.6,91.6,79.8,82.5,27228,0.24,0.21,2020,0.0322,0.6594,0.3727,0.5541,0.9152,0.798,0.8116,0.0149,0.0266,0.2121,Improving
75,Monash University,64.7,47.3,56.6,83.8,67.2,89.9,52989,0.34,0.39,2020,0.0331,0.6551,0.4273,0.5642,0.8364,0.672,0.8913,0.029,0.0382,0.3939,Improving
