rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,rank_n,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n,trend_category
297,University of Wollongong,39.6,22.8,25.2,49.1,59.6,83.9,16489,0.25,0.24,2014,0.1326,0.3819,0.1596,0.2467,0.4859,0.596,0.8267,0.009,0.0277,0.2424,Improving
302,Aalto University,39.4,26.9,17.0,57.4,39.4,64.3,16099,0.24,0.17,2014,0.1348,0.3798,0.2044,0.1638,0.5697,0.394,0.6157,0.0088,0.0266,0.1717,Improving
307,Bielefeld University,39.2,22.8,17.9,59.9,35.8,46.9,21428,0.68,0.08,2014,0.137,0.3776,0.1596,0.1729,0.5949,0.358,0.4284,0.0117,0.0775,0.0808,Improving
309,Deakin University,39.1,16.6,18.7,54.2,31.1,73.4,32713,0.3,0.17,2014,0.1379,0.3765,0.0918,0.181,0.5374,0.311,0.7137,0.0179,0.0335,0.1717,Improving
325,Sapienza University of Rome,38.4,27.0,25.2,48.2,36.3,36.3,120986,0.32,0.07,2014,0.1451,0.3689,0.2055,0.2467,0.4768,0.363,0.3143,0.0663,0.0358,0.0707,Improving
326,Shanghai Jiao Tong University,38.4,35.7,31.8,32.3,79.2,22.8,38191,0.13,0.06,2014,0.1455,0.3689,0.3005,0.3134,0.3162,0.792,0.169,0.0209,0.0139,0.0606,Improving
340,University of Padua,37.8,19.3,17.3,70.4,32.0,38.9,62577,0.18,0.04,2014,0.1518,0.3624,0.1213,0.1668,0.701,0.32,0.3423,0.0343,0.0197,0.0404,Improving
345,University of Technology Sydney,37.6,22.1,22.0,47.8,36.4,87.3,24519,0.44,0.31,2014,0.1541,0.3602,0.1519,0.2144,0.4727,0.364,0.8633,0.0134,0.0497,0.3131,Improving
353,Zhejiang University,37.3,35.9,32.1,36.5,94.5,21.0,47508,0.16,0.05,2014,0.1576,0.3569,0.3027,0.3165,0.3586,0.945,0.1496,0.026,0.0173,0.0505,Improving
364,King Abdulaziz University,36.9,18.2,9.4,58.2,39.7,74.3,35889,0.08,0.21,2014,0.1626,0.3526,0.1093,0.087,0.5778,0.397,0.7234,0.0197,0.0081,0.2121,Improving
389,University of Navarra,36.0,27.3,23.4,33.7,86.2,45.7,11259,0.11,0.16,2014,0.1738,0.3428,0.2087,0.2285,0.3303,0.862,0.4155,0.0062,0.0116,0.1616,Improving
395,University of Surrey,35.8,31.1,22.7,25.7,40.3,83.5,12063,0.17,0.38,2014,0.1764,0.3406,0.2503,0.2214,0.2495,0.403,0.8224,0.0066,0.0185,0.3838,Improving
396,University of Tartu,35.8,20.3,21.2,46.2,30.3,43.7,10269,0.13,0.03,2014,0.1769,0.3406,0.1322,0.2063,0.4566,0.303,0.394,0.0056,0.0139,0.0303,Improving
3,University of Oxford,93.2,88.6,97.7,95.5,72.9,90.7,19919,0.12,0.34,2015,0.0009,0.9652,0.8787,0.9798,0.9545,0.729,0.8999,0.0109,0.0127,0.3434,Improving
25,National University of Singapore,73.3,72.0,78.1,66.0,53.4,94.9,31592,0.15,0.34,2015,0.0107,0.7486,0.6973,0.7816,0.6566,0.534,0.9451,0.0173,0.0162,0.3434,Improving
38,New York University,69.9,68.3,62.4,89.5,30.2,41.2,42056,0.07,0.19,2015,0.0166,0.7116,0.6568,0.6229,0.8939,0.302,0.3671,0.023,0.0069,0.1919,Improving
40,King s College London,69.4,55.6,62.3,88.3,39.0,87.0,21394,0.11,0.37,2015,0.0175,0.7062,0.518,0.6218,0.8818,0.39,0.8601,0.0117,0.0116,0.3737,Improving
48,Peking University,65.2,70.0,61.9,63.7,100.0,53.7,40148,0.08,0.14,2015,0.021,0.6605,0.6754,0.6178,0.6333,1.0,0.5016,0.022,0.0081,0.1414,Improving
49,Tsinghua University,65.1,64.1,68.3,65.0,99.7,44.6,39763,0.14,0.1,2015,0.0215,0.6594,0.6109,0.6825,0.6465,0.997,0.4037,0.0218,0.015,0.101,Improving
55,KU Leuven,63.7,53.0,63.6,71.8,99.9,62.3,42503,0.42,0.18,2015,0.0242,0.6442,0.4896,0.635,0.7152,0.999,0.5942,0.0233,0.0474,0.1818,Improving
65,The University of Queensland,61.2,45.8,58.4,74.2,66.2,80.4,34718,0.33,0.27,2015,0.0287,0.617,0.4109,0.5824,0.7394,0.662,0.789,0.019,0.037,0.2727,Improving
77,University of Amsterdam,58.2,42.0,55.4,76.6,56.7,60.5,24570,0.14,0.11,2015,0.034,0.5843,0.3694,0.5521,0.7636,0.567,0.5748,0.0135,0.015,0.1111,Improving
84,Monash University,56.9,43.7,54.4,65.7,73.4,79.6,50882,0.41,0.36,2015,0.0372,0.5702,0.388,0.542,0.6535,0.734,0.7804,0.0279,0.0462,0.3636,Improving
95,University of Glasgow,55.3,37.0,40.5,83.7,39.9,78.8,22616,0.16,0.29,2015,0.0421,0.5528,0.3148,0.4014,0.8354,0.399,0.7718,0.0124,0.0173,0.2929,Improving
99,Technical University of Munich,54.6,45.6,37.4,78.8,49.0,64.0,35565,0.32,0.2,2015,0.0439,0.5452,0.4087,0.3701,0.7859,0.49,0.6125,0.0195,0.0358,0.202,Improving
105,University of Warwick,53.9,41.1,45.8,68.2,35.6,85.7,18529,0.17,0.37,2015,0.0466,0.5375,0.3596,0.455,0.6788,0.356,0.8461,0.0102,0.0185,0.3737,Improving
114,University of T�bingen,53.4,41.5,44.7,74.0,54.7,53.0,28327,0.39,0.12,2015,0.0506,0.5321,0.3639,0.4439,0.7374,0.547,0.4941,0.0155,0.0439,0.1212,Improving
117,University of Groningen,53.1,36.9,50.8,68.1,88.9,56.1,24556,0.26,0.12,2015,0.0519,0.5288,0.3137,0.5056,0.6778,0.889,0.5274,0.0135,0.0289,0.1212,Improving
129,Chinese University of Hong Kong,52.4,43.9,53.5,57.8,42.8,64.0,17916,0.1,0.22,2015,0.0573,0.5212,0.3902,0.5329,0.5737,0.428,0.6125,0.0098,0.0104,0.2222,Improving
132,University of Bern,51.9,42.0,36.9,70.1,47.4,80.7,14708,0.23,0.14,2015,0.0587,0.5158,0.3694,0.365,0.698,0.474,0.7922,0.0081,0.0254,0.1414,Improving
148,Sungkyunkwan University (SKKU),50.2,48.1,50.2,51.7,98.5,35.8,24365,0.2,0.09,2015,0.0658,0.4973,0.4361,0.4995,0.5121,0.985,0.3089,0.0134,0.022,0.0909,Improving
149,University of Birmingham,50.2,42.8,39.8,62.7,36.0,75.8,25295,0.16,0.23,2015,0.0663,0.4973,0.3781,0.3943,0.6232,0.36,0.7395,0.0139,0.0173,0.2323,Improving
156,RWTH Aachen University,49.2,39.0,29.9,75.0,69.8,56.8,37917,0.28,0.16,2015,0.0694,0.4864,0.3366,0.2942,0.7475,0.698,0.535,0.0208,0.0312,0.1616,Improving
160,University of Copenhagen,49.0,34.0,34.4,73.5,44.4,71.8,27545,0.04,0.19,2015,0.0712,0.4842,0.282,0.3397,0.7323,0.444,0.6964,0.0151,0.0035,0.1919,Improving
164,University of Adelaide,48.2,33.8,40.4,61.1,65.3,79.3,20771,0.3,0.26,2015,0.073,0.4755,0.2798,0.4004,0.6071,0.653,0.7772,0.0114,0.0335,0.2626,Improving
186,University of Oslo,46.7,36.1,35.2,66.3,36.6,60.3,27139,0.19,0.18,2015,0.0828,0.4592,0.3049,0.3478,0.6596,0.366,0.5727,0.0149,0.0208,0.1818,Improving
193,Fudan University,46.2,45.6,34.0,61.0,49.4,37.4,32175,0.12,0.11,2015,0.086,0.4538,0.4087,0.3357,0.6061,0.494,0.3262,0.0176,0.0127,0.1111,Improving
206,Hong Kong Polytechnic University,46.2,33.7,36.5,56.5,42.6,69.9,22064,0.26,0.26,2015,0.0918,0.4538,0.2787,0.361,0.5606,0.426,0.676,0.0121,0.0289,0.2626,Improving
210,Ulm University,46.0,35.0,22.0,73.0,56.7,54.1,9187,0.11,0.1,2015,0.0936,0.4516,0.2929,0.2144,0.7273,0.567,0.5059,0.005,0.0116,0.101,Improving
217,University of Science and Technology of China,45.6,36.9,27.3,73.6,71.6,26.3,14290,0.08,0.02,2015,0.0967,0.4472,0.3137,0.2679,0.7333,0.716,0.2067,0.0078,0.0081,0.0202,Improving
246,University of Technology Sydney,44.0,27.8,32.5,58.7,40.1,86.9,24519,0.44,0.31,2015,0.1097,0.4298,0.2142,0.3205,0.5828,0.401,0.859,0.0134,0.0497,0.3131,Improving
248,University of W�rzburg,43.9,28.6,17.3,81.4,30.0,50.2,26576,0.38,0.08,2015,0.1106,0.4287,0.223,0.1668,0.8121,0.3,0.4639,0.0146,0.0428,0.0808,Improving
251,Aalto University,43.7,31.8,31.3,50.2,64.5,59.4,16099,0.24,0.17,2015,0.112,0.4266,0.2579,0.3084,0.497,0.645,0.563,0.0088,0.0266,0.1717,Improving
253,Medical University of Vienna,43.6,28.6,17.0,71.1,33.7,73.1,7426,0.03,0.28,2015,0.1129,0.4255,0.223,0.1638,0.7081,0.337,0.7104,0.0041,0.0023,0.2828,Improving
254,Nanjing University,43.6,34.6,23.3,59.6,51.7,50.2,29743,0.13,0.1,2015,0.1133,0.4255,0.2885,0.2275,0.5919,0.517,0.4639,0.0163,0.0139,0.101,Improving
258,Queen s University Belfast,43.4,30.1,25.1,52.2,43.7,88.6,17940,0.18,0.3,2015,0.1151,0.4233,0.2393,0.2457,0.5172,0.437,0.8773,0.0098,0.0197,0.303,Improving
285,Queensland University of Technology,42.1,29.9,36.0,42.9,71.9,69.8,33391,0.36,0.17,2015,0.1272,0.4091,0.2372,0.3559,0.4232,0.719,0.6749,0.0183,0.0405,0.1717,Improving
286,Shanghai Jiao Tong University,42.1,37.9,37.9,38.9,88.4,23.9,38191,0.13,0.06,2015,0.1276,0.4091,0.3246,0.3751,0.3828,0.884,0.1808,0.0209,0.0139,0.0606,Improving
291,University of Bologna,41.9,31.0,23.2,64.5,34.9,43.1,85532,0.23,0.07,2015,0.1299,0.407,0.2492,0.2265,0.6414,0.349,0.3875,0.0469,0.0254,0.0707,Improving
301,University of Wollongong,41.4,25.2,27.8,55.1,44.7,80.4,16489,0.25,0.24,2015,0.1343,0.4015,0.1858,0.273,0.5465,0.447,0.789,0.009,0.0277,0.2424,Improving
309,Deakin University,41.1,20.1,20.6,57.5,30.6,71.8,32713,0.3,0.17,2015,0.1379,0.3983,0.1301,0.2002,0.5707,0.306,0.6964,0.0179,0.0335,0.1717,Improving
315,Macquarie University,40.9,24.0,24.8,50.2,36.2,89.2,27930,0.2,0.44,2015,0.1406,0.3961,0.1727,0.2427,0.497,0.362,0.8837,0.0153,0.022,0.4444,Improving
321,Sapienza University of Rome,40.6,32.3,28.1,50.7,34.2,37.5,120986,0.32,0.07,2015,0.1433,0.3928,0.2634,0.276,0.502,0.342,0.3272,0.0663,0.0358,0.0707,Improving
326,University of Bath,40.4,29.2,25.1,47.5,36.7,76.1,12830,0.19,0.3,2015,0.1455,0.3906,0.2295,0.2457,0.4697,0.367,0.7427,0.007,0.0208,0.303,Improving
341,University of Padua,39.8,20.7,18.2,68.0,32.9,40.4,62577,0.18,0.04,2015,0.1523,0.3841,0.1366,0.1759,0.6768,0.329,0.3584,0.0343,0.0197,0.0404,Improving
351,Zhejiang University,39.5,36.0,33.1,40.2,88.6,21.5,47508,0.16,0.05,2015,0.1567,0.3808,0.3038,0.3266,0.396,0.886,0.155,0.026,0.0173,0.0505,Improving
356,Bielefeld University,39.3,27.5,19.1,52.0,37.4,48.6,21428,0.68,0.08,2015,0.159,0.3787,0.2109,0.185,0.5152,0.374,0.4467,0.0117,0.0775,0.0808,Improving
358,Curtin University,39.2,20.1,17.1,45.3,36.1,91.3,30333,0.17,0.38,2015,0.1599,0.3776,0.1301,0.1648,0.4475,0.361,0.9064,0.0166,0.0185,0.3838,Improving
389,University of Navarra,38.2,29.5,22.3,41.7,90.2,46.2,11259,0.11,0.16,2015,0.1738,0.3667,0.2328,0.2174,0.4111,0.902,0.4209,0.0062,0.0116,0.1616,Improving
396,Vrije Universiteit Brussel,38.0,31.2,17.9,48.1,44.8,54.5,9020,0.17,0.16,2015,0.1769,0.3645,0.2514,0.1729,0.4758,0.448,0.5102,0.0049,0.0185,0.1616,Improving
400,Wuhan University,37.8,34.1,17.4,48.5,85.9,33.1,46227,0.14,0.07,2015,0.1787,0.3624,0.2831,0.1678,0.4798,0.859,0.2799,0.0253,0.015,0.0707,Improving
2,University of Oxford,94.2,86.5,98.9,98.8,73.1,94.4,19919,0.12,0.34,2016,0.0004,0.9761,0.8557,0.9919,0.9879,0.731,0.9397,0.0109,0.0127,0.3434,Improving
26,National University of Singapore,79.2,71.7,84.5,79.4,49.8,96.2,31592,0.15,0.34,2016,0.0112,0.8128,0.694,0.8463,0.7919,0.498,0.9591,0.0173,0.0162,0.3434,Improving
27,King s College London,78.2,64.5,75.8,93.8,40.1,93.8,21394,0.11,0.37,2016,0.0116,0.802,0.6153,0.7583,0.9374,0.401,0.9333,0.0117,0.0116,0.3737,Improving
30,New York University,77.2,74.7,72.3,95.3,30.4,49.3,42056,0.07,0.19,2016,0.013,0.7911,0.7268,0.723,0.9525,0.304,0.4543,0.023,0.0069,0.1919,Improving
35,KU Leuven,74.8,59.9,76.9,87.3,100.0,68.6,42503,0.42,0.18,2016,0.0152,0.765,0.565,0.7695,0.8717,1.0,0.662,0.0233,0.0474,0.1818,Improving
42,Peking University,72.0,77.8,72.4,69.1,100.0,49.2,40148,0.08,0.14,2016,0.0184,0.7345,0.7607,0.724,0.6879,1.0,0.4532,0.022,0.0081,0.1414,Improving
47,Tsinghua University,70.0,73.3,83.0,58.8,100.0,39.5,39763,0.14,0.1,2016,0.0206,0.7127,0.7115,0.8311,0.5838,1.0,0.3488,0.0218,0.015,0.101,Improving
53,Technical University of Munich,69.4,61.0,66.0,80.1,99.2,63.8,35565,0.32,0.2,2016,0.0233,0.7062,0.577,0.6593,0.799,0.992,0.6103,0.0195,0.0358,0.202,Improving
58,University of Amsterdam,67.8,52.2,64.7,87.4,62.8,66.5,24570,0.14,0.11,2016,0.0255,0.6888,0.4809,0.6461,0.8727,0.628,0.6394,0.0135,0.015,0.1111,Improving
60,The University of Queensland,67.0,49.2,62.8,82.4,76.7,89.3,34718,0.33,0.27,2016,0.0264,0.6801,0.4481,0.6269,0.8222,0.767,0.8848,0.019,0.037,0.2727,Improving
73,Monash University,62.5,48.1,58.5,73.3,79.7,87.6,50882,0.41,0.36,2016,0.0322,0.6311,0.4361,0.5834,0.7303,0.797,0.8665,0.0279,0.0462,0.3636,Improving
74,University of Groningen,62.4,43.3,56.9,84.0,92.4,63.9,24556,0.26,0.12,2016,0.0327,0.63,0.3836,0.5672,0.8384,0.924,0.6114,0.0135,0.0289,0.1212,Improving
76,University of Glasgow,61.9,41.6,48.3,92.3,31.6,85.8,22616,0.16,0.29,2016,0.0336,0.6246,0.365,0.4803,0.9222,0.316,0.8471,0.0124,0.0173,0.2929,Improving
78,University of T�bingen,61.7,47.0,59.8,79.3,59.2,58.2,28327,0.39,0.12,2016,0.0345,0.6224,0.424,0.5966,0.7909,0.592,0.5501,0.0155,0.0439,0.1212,Improving
80,University of Warwick,61.3,47.4,53.1,78.2,37.7,90.3,18529,0.17,0.37,2016,0.0354,0.6181,0.4284,0.5288,0.7798,0.377,0.8956,0.0102,0.0185,0.3737,Improving
82,University of Copenhagen,61.0,49.8,42.7,86.2,45.0,83.3,27545,0.04,0.19,2016,0.0363,0.6148,0.4546,0.4237,0.8606,0.45,0.8202,0.0151,0.0035,0.1919,Improving
111,RWTH Aachen University,57.2,49.4,56.3,63.2,98.1,54.1,37917,0.28,0.16,2016,0.0493,0.5734,0.4503,0.5612,0.6283,0.981,0.5059,0.0208,0.0312,0.1616,Improving
120,University of Birmingham,56.2,39.4,41.8,82.7,34.7,82.0,25295,0.16,0.23,2016,0.0533,0.5626,0.341,0.4146,0.8253,0.347,0.8062,0.0139,0.0173,0.2323,Improving
121,University of Bern,56.1,40.0,42.5,76.6,82.9,83.7,14708,0.23,0.14,2016,0.0537,0.5615,0.3475,0.4216,0.7636,0.829,0.8245,0.0081,0.0254,0.1414,Improving
136,University of Oslo,55.1,43.3,44.7,75.5,38.3,68.2,27139,0.19,0.18,2016,0.0605,0.5506,0.3836,0.4439,0.7525,0.383,0.6577,0.0149,0.0208,0.1818,Improving
139,Chinese University of Hong Kong,54.5,41.5,48.5,68.4,37.5,81.1,17916,0.1,0.22,2016,0.0618,0.5441,0.3639,0.4823,0.6808,0.375,0.7966,0.0098,0.0104,0.2222,Improving
150,University of Adelaide,52.9,32.8,43.2,72.4,79.3,85.1,20771,0.3,0.26,2016,0.0667,0.5267,0.2689,0.4287,0.7212,0.793,0.8396,0.0114,0.0335,0.2626,Improving
153,Sungkyunkwan University (SKKU),52.8,51.4,53.5,53.8,97.5,36.7,24365,0.2,0.09,2016,0.0681,0.5256,0.4721,0.5329,0.5333,0.975,0.3186,0.0134,0.022,0.0909,Improving
187,University of W�rzburg,49.9,34.6,35.8,79.1,47.9,50.9,26576,0.38,0.08,2016,0.0833,0.494,0.2885,0.3539,0.7889,0.479,0.4715,0.0146,0.0428,0.0808,Improving
192,Ulm University,49.5,35.2,23.9,86.4,58.4,58.2,9187,0.11,0.1,2016,0.0855,0.4897,0.2951,0.2336,0.8626,0.584,0.5501,0.005,0.0116,0.101,Improving
200,Queen s University Belfast,48.8,34.1,33.3,68.9,35.7,93.4,17940,0.18,0.3,2016,0.0891,0.482,0.2831,0.3286,0.6859,0.357,0.929,0.0098,0.0197,0.303,Improving
203,University of Bologna,50.2,39.3,29.5,73.0,34.5,39.9,85532,0.23,0.07,2016,0.0905,0.4973,0.3399,0.2902,0.7273,0.345,0.3531,0.0469,0.0254,0.0707,Improving
214,Fudan University,49.6,44.7,30.4,61.1,28.0,38.6,32175,0.12,0.11,2016,0.0954,0.4908,0.3989,0.2993,0.6071,0.28,0.3391,0.0176,0.0127,0.1111,Improving
218,Hong Kong Polytechnic University,49.3,29.3,35.2,63.3,45.1,79.0,22064,0.26,0.26,2016,0.0972,0.4875,0.2306,0.3478,0.6293,0.451,0.774,0.0121,0.0289,0.2626,Improving
226,Medical University of Vienna,48.9,26.6,14.6,89.1,33.9,81.7,7426,0.03,0.28,2016,0.1008,0.4831,0.2011,0.1395,0.8899,0.339,0.803,0.0041,0.0023,0.2828,Improving
236,Sapienza University of Rome,48.4,38.0,37.3,61.5,32.6,34.7,120986,0.32,0.07,2016,0.1052,0.4777,0.3257,0.3691,0.6111,0.326,0.2971,0.0663,0.0358,0.0707,Improving
237,University of Science and Technology of China,48.3,46.7,36.6,67.2,80.3,21.4,14290,0.08,0.02,2016,0.1057,0.4766,0.4208,0.362,0.6687,0.803,0.1539,0.0078,0.0081,0.0202,Improving
243,University of Technology Sydney,48.0,27.0,35.1,66.9,42.3,90.1,24519,0.44,0.31,2016,0.1084,0.4733,0.2055,0.3468,0.6657,0.423,0.8934,0.0134,0.0497,0.3131,Improving
254,Aalto University,47.5,31.1,32.8,62.1,61.6,65.4,16099,0.24,0.17,2016,0.1133,0.4679,0.2503,0.3236,0.6172,0.616,0.6276,0.0088,0.0266,0.1717,Improving
256,University of Bath,47.4,28.9,27.9,56.7,36.3,84.8,12830,0.19,0.3,2016,0.1142,0.4668,0.2262,0.274,0.5626,0.363,0.8364,0.007,0.0208,0.303,Improving
258,Bielefeld University,47.3,35.2,46.2,49.9,60.9,45.4,21428,0.68,0.08,2016,0.1151,0.4657,0.2951,0.459,0.4939,0.609,0.4123,0.0117,0.0775,0.0808,Improving
272,King Abdulaziz University,46.6,23.9,11.8,76.6,73.1,93.0,35889,0.08,0.21,2016,0.1214,0.4581,0.1716,0.1112,0.7636,0.731,0.9247,0.0197,0.0081,0.2121,Improving
277,Nanjing University,46.4,37.2,32.2,54.2,58.6,50.4,29743,0.13,0.1,2016,0.1236,0.4559,0.3169,0.3175,0.5374,0.586,0.4661,0.0163,0.0139,0.101,Improving
285,Queensland University of Technology,46.0,28.8,35.6,56.0,73.7,76.0,33391,0.36,0.17,2016,0.1272,0.4516,0.2251,0.3519,0.5556,0.737,0.7417,0.0183,0.0405,0.1717,Improving
292,University of Surrey,45.7,31.7,28.9,51.2,34.9,90.4,12063,0.17,0.38,2016,0.1303,0.4483,0.2568,0.2841,0.5071,0.349,0.8967,0.0066,0.0185,0.3838,Improving
301,University of Wollongong,45.4,25.8,28.4,59.3,57.9,86.8,16489,0.25,0.24,2016,0.1343,0.445,0.1923,0.2791,0.5889,0.579,0.8579,0.009,0.0277,0.2424,Improving
302,Zhejiang University,45.3,44.3,46.0,36.1,96.2,19.6,47508,0.16,0.05,2016,0.1348,0.444,0.3945,0.457,0.3545,0.962,0.1346,0.026,0.0173,0.0505,Improving
310,Deakin University,45.0,22.4,21.9,66.8,30.0,76.9,32713,0.3,0.17,2016,0.1384,0.4407,0.1552,0.2133,0.6646,0.3,0.7513,0.0179,0.0335,0.1717,Improving
320,Macquarie University,44.6,28.5,27.2,52.3,33.1,90.0,27930,0.2,0.44,2016,0.1429,0.4363,0.2219,0.2669,0.5182,0.331,0.8924,0.0153,0.022,0.4444,Improving
330,University of Navarra,44.2,31.9,20.8,57.5,63.5,52.6,11259,0.11,0.16,2016,0.1473,0.432,0.259,0.2022,0.5707,0.635,0.4898,0.0062,0.0116,0.1616,Improving
334,University of Padua,44.1,25.7,22.6,74.6,32.6,37.9,62577,0.18,0.04,2016,0.1491,0.4309,0.1913,0.2204,0.7434,0.326,0.3315,0.0343,0.0197,0.0404,Improving
337,Shanghai Jiao Tong University,44.0,37.8,45.2,34.0,92.9,27.5,38191,0.13,0.06,2016,0.1505,0.4298,0.3235,0.4489,0.3333,0.929,0.2196,0.0209,0.0139,0.0606,Improving
347,Vrije Universiteit Brussel,43.6,28.7,24.5,56.8,77.1,64.5,9020,0.17,0.16,2016,0.1549,0.4255,0.224,0.2396,0.5636,0.771,0.6179,0.0049,0.0185,0.1616,Improving
391,University of Tartu,42.1,23.8,22.8,64.2,31.5,46.1,10269,0.13,0.03,2016,0.1747,0.4091,0.1705,0.2224,0.6384,0.315,0.4198,0.0056,0.0139,0.0303,Improving
422,Curtin University,41.2,20.1,20.2,44.6,37.8,93.1,30333,0.17,0.38,2016,0.1885,0.3993,0.1301,0.1962,0.4404,0.378,0.9257,0.0166,0.0185,0.3838,Improving
499,Wuhan University,39.1,38.2,26.8,18.0,97.8,36.7,46227,0.14,0.07,2016,0.223,0.3765,0.3279,0.2629,0.1717,0.978,0.3186,0.0253,0.015,0.0707,Improving
1,University of Oxford,95.0,89.6,99.1,99.2,62.5,94.5,19720,0.11,0.35,2017,0.0,0.9848,0.8896,0.9939,0.9919,0.625,0.9408,0.0108,0.0116,0.3535,Improving
24,National University of Singapore,81.7,76.7,86.9,79.7,61.3,96.0,31111,0.17,0.32,2017,0.0103,0.84,0.7486,0.8706,0.7949,0.613,0.9569,0.0171,0.0185,0.3232,Improving
29,Peking University,77.2,84.6,80.3,71.6,100.0,50.3,42977,0.09,0.15,2017,0.0125,0.7911,0.835,0.8038,0.7131,1.0,0.465,0.0236,0.0092,0.1515,Improving
32,New York University,76.7,75.1,68.8,95.3,33.6,54.3,43021,0.07,0.25,2017,0.0139,0.7856,0.7311,0.6876,0.9525,0.336,0.5081,0.0236,0.0069,0.2525,Improving
35,Tsinghua University,76.2,78.9,89.6,67.4,99.7,39.4,41537,0.14,0.1,2017,0.0152,0.7802,0.7727,0.8979,0.6707,0.997,0.3477,0.0228,0.015,0.101,Improving
38,King s College London,75.9,61.5,71.0,93.5,42.5,93.8,21985,0.11,0.38,2017,0.0166,0.7769,0.5825,0.7098,0.9343,0.425,0.9333,0.012,0.0116,0.3838,Improving
40,KU Leuven,73.8,57.0,73.7,90.1,99.8,67.4,46381,0.42,0.16,2017,0.0175,0.7541,0.5333,0.7371,0.9,0.998,0.6491,0.0254,0.0474,0.1616,Improving
46,Technical University of Munich,71.6,61.0,70.5,82.0,100.0,66.6,36929,0.52,0.22,2017,0.0202,0.7301,0.577,0.7048,0.8182,1.0,0.6405,0.0202,0.059,0.2222,Improving
60,The University of Queensland,67.2,49.7,60.1,86.1,70.6,88.6,38892,0.35,0.25,2017,0.0264,0.6823,0.4536,0.5996,0.8596,0.706,0.8773,0.0213,0.0393,0.2525,Improving
63,University of Amsterdam,67.1,49.4,62.0,90.3,54.6,69.3,25344,0.14,0.1,2017,0.0278,0.6812,0.4503,0.6188,0.902,0.546,0.6695,0.0139,0.015,0.101,Improving
74,Monash University,64.0,49.5,57.4,78.5,76.0,87.1,44217,0.34,0.25,2017,0.0327,0.6474,0.4514,0.5723,0.7828,0.76,0.8611,0.0242,0.0382,0.2525,Improving
76,Chinese University of Hong Kong,63.6,52.2,60.4,74.6,44.7,84.0,18433,0.1,0.27,2017,0.0336,0.6431,0.4809,0.6026,0.7434,0.447,0.8278,0.0101,0.0104,0.2727,Improving
79,RWTH Aachen University,63.0,53.3,63.7,71.3,99.4,53.4,42298,0.55,0.17,2017,0.0349,0.6366,0.4929,0.636,0.7101,0.994,0.4984,0.0232,0.0624,0.1717,Improving
80,University of Groningen,62.2,41.9,55.1,87.1,79.9,66.4,25281,0.24,0.13,2017,0.0354,0.6279,0.3683,0.549,0.8697,0.799,0.6383,0.0139,0.0266,0.1313,Improving
85,University of Warwick,62.0,46.8,52.6,80.9,40.8,91.4,18560,0.15,0.38,2017,0.0376,0.6257,0.4219,0.5238,0.8071,0.408,0.9074,0.0102,0.0162,0.3838,Improving
88,University of Glasgow,61.4,40.6,47.8,90.6,39.4,88.6,22855,0.15,0.32,2017,0.039,0.6192,0.3541,0.4752,0.9051,0.394,0.8773,0.0125,0.0162,0.3232,Improving
90,University of T�bingen,61.3,46.0,56.2,82.9,56.3,57.8,28074,0.37,0.11,2017,0.0399,0.6181,0.4131,0.5602,0.8273,0.563,0.5457,0.0154,0.0416,0.1111,Improving
110,University of Bern,58.9,43.2,43.0,82.8,75.5,83.8,14651,0.23,0.14,2017,0.0488,0.5919,0.3825,0.4267,0.8263,0.755,0.8256,0.008,0.0254,0.1414,Improving
120,University of Copenhagen,58.2,46.8,33.1,89.8,44.2,82.3,29796,0.04,0.17,2017,0.0533,0.5843,0.4219,0.3266,0.897,0.442,0.8095,0.0163,0.0035,0.1717,Improving
130,University of Birmingham,57.6,38.6,42.4,86.8,38.0,84.2,26360,0.17,0.25,2017,0.0578,0.5778,0.3322,0.4206,0.8667,0.38,0.8299,0.0144,0.0185,0.2525,Improving
133,University of Oslo,56.9,39.7,43.1,85.5,42.9,71.2,27215,0.19,0.18,2017,0.0591,0.5702,0.3443,0.4277,0.8535,0.429,0.69,0.0149,0.0208,0.1818,Improving
137,Ulm University,56.5,38.2,38.1,91.0,84.0,56.9,10370,0.27,0.12,2017,0.0609,0.5658,0.3279,0.3771,0.9091,0.84,0.5361,0.0057,0.0301,0.1212,Improving
141,Sungkyunkwan University (SKKU),56.4,53.7,50.6,66.5,88.9,39.6,24791,0.19,0.1,2017,0.0627,0.5647,0.4973,0.5035,0.6616,0.889,0.3498,0.0136,0.0208,0.101,Improving
143,University of Adelaide,56.1,37.1,43.9,78.8,67.5,86.3,20462,0.3,0.27,2017,0.0636,0.5615,0.3158,0.4358,0.7859,0.675,0.8525,0.0112,0.0335,0.2727,Improving
154,University of Science and Technology of China,54.7,51.8,43.4,74.7,77.6,24.2,14827,0.08,0.03,2017,0.0685,0.5462,0.4765,0.4307,0.7444,0.776,0.1841,0.0081,0.0081,0.0303,Improving
156,Fudan University,54.6,55.3,47.0,65.7,53.2,37.5,32449,0.12,0.11,2017,0.0694,0.5452,0.5148,0.4671,0.6535,0.532,0.3272,0.0178,0.0127,0.1111,Improving
