rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,rank_n,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n,trend_category
290,Swedish University of Agricultural Sciences,42.6,30.0,27.1,79.3,98.1,42.5,3812,0.04,0.04,2018,0.1294,0.4146,0.2383,0.2659,0.7909,0.981,0.3811,0.0021,0.0035,0.0404,Declining
292,Tokyo Institute of Technology,42.4,49.5,52.9,39.8,67.8,35.8,9570,0.07,0.13,2018,0.1303,0.4124,0.4514,0.5268,0.3919,0.678,0.3089,0.0052,0.0069,0.1313,Declining
293,University of Trento,42.3,26.2,29.6,85.1,39.9,58.2,17759,0.29,0.08,2018,0.1308,0.4113,0.1967,0.2912,0.8495,0.399,0.5501,0.0097,0.0324,0.0808,Declining
294,Ume� University,42.2,24.9,29.8,81.8,34.9,60.6,16553,0.12,0.1,2018,0.1312,0.4102,0.1825,0.2932,0.8162,0.349,0.5759,0.0091,0.0127,0.101,Declining
295,Wake Forest University,42.1,34.8,18.4,91.4,38.4,28.2,7579,0.04,0.06,2018,0.1317,0.4091,0.2907,0.178,0.9131,0.384,0.2271,0.0042,0.0035,0.0606,Declining
296,William & Mary,42.0,44.9,18.2,84.6,32.6,32.2,8044,0.12,0.09,2018,0.1321,0.4081,0.4011,0.1759,0.8444,0.326,0.2702,0.0044,0.0127,0.0909,Declining
299,Aberystwyth University,41.7,24.2,25.5,76.7,36.6,74.9,7920,0.18,0.18,2018,0.1335,0.4048,0.1749,0.2497,0.7646,0.366,0.7298,0.0043,0.0197,0.1818,Declining
303,Bangor University,41.3,25.7,21.4,72.7,33.4,83.8,9325,0.18,0.25,2018,0.1352,0.4004,0.1913,0.2083,0.7242,0.334,0.8256,0.0051,0.0197,0.2525,Declining
304,Birkbeck-University of London,41.2,30.5,32.0,62.2,32.4,87.5,9015,0.17,0.39,2018,0.1357,0.3993,0.2437,0.3155,0.6182,0.324,0.8654,0.0049,0.0185,0.3939,Declining
309,University of Connecticut,40.7,35.7,28.5,66.8,34.6,48.5,26669,0.13,0.12,2018,0.1379,0.3939,0.3005,0.2801,0.6646,0.346,0.4456,0.0146,0.0139,0.1212,Declining
312,University of Eastern Finland,40.4,25.2,26.1,79.1,36.2,49.3,11459,0.18,0.06,2018,0.1393,0.3906,0.1858,0.2558,0.7889,0.362,0.4543,0.0063,0.0197,0.0606,Declining
318,University of Houston,39.8,36.8,34.1,60.5,37.8,39.8,41128,0.43,0.1,2018,0.142,0.3841,0.3126,0.3367,0.601,0.378,0.352,0.0225,0.0486,0.101,Declining
319,Iowa State University,39.7,29.1,31.4,65.3,48.6,53.8,31307,0.19,0.12,2018,0.1424,0.383,0.2284,0.3094,0.6495,0.486,0.5027,0.0172,0.0208,0.1212,Declining
322,Ko� University,39.4,25.7,32.1,65.2,84.3,53.8,5172,0.15,0.1,2018,0.1438,0.3798,0.1913,0.3165,0.6485,0.843,0.5027,0.0028,0.0162,0.101,Declining
326,University of Milan,39.0,34.1,25.9,73.7,42.9,41.4,56805,0.28,0.05,2018,0.1455,0.3754,0.2831,0.2538,0.7343,0.429,0.3692,0.0311,0.0312,0.0505,Declining
327,Nagoya University,38.9,44.9,47.2,43.2,87.2,29.9,15594,0.08,0.1,2018,0.146,0.3743,0.4011,0.4692,0.4263,0.872,0.2454,0.0085,0.0081,0.101,Declining
328,National Tsing Hua University,38.8,38.0,37.1,59.4,54.8,29.0,10194,0.14,0.05,2018,0.1464,0.3732,0.3257,0.367,0.5899,0.548,0.2357,0.0056,0.015,0.0505,Declining
330,University of Nebraska-Lincoln,38.6,32.4,29.6,65.9,37.9,50.4,22578,0.16,0.12,2018,0.1473,0.3711,0.2645,0.2912,0.6556,0.379,0.4661,0.0124,0.0173,0.1212,Declining
333,Rensselaer Polytechnic Institute,38.3,28.9,31.8,71.7,67.3,46.2,7240,0.16,0.17,2018,0.1487,0.3678,0.2262,0.3134,0.7141,0.673,0.4209,0.004,0.0173,0.1717,Declining
339,Technion Israel Institute of Technology,37.7,32.7,34.8,58.6,39.0,64.4,14693,0.22,0.05,2018,0.1514,0.3613,0.2678,0.3438,0.5818,0.39,0.6168,0.0081,0.0243,0.0505,Declining
344,University of Victoria,37.2,24.8,21.9,72.2,41.4,76.7,18388,0.23,0.15,2018,0.1536,0.3558,0.1814,0.2133,0.7192,0.414,0.7492,0.0101,0.0254,0.1515,Declining
352,Brunel University London,36.9,28.1,25.4,53.9,36.3,93.1,11360,0.16,0.41,2018,0.1572,0.3526,0.2175,0.2487,0.5343,0.363,0.9257,0.0062,0.0173,0.4141,Declining
358,University of Crete,36.9,20.0,17.6,85.9,37.4,47.1,14522,0.26,0.04,2018,0.1599,0.3526,0.129,0.1699,0.8576,0.374,0.4306,0.008,0.0289,0.0404,Declining
361,Drexel University,36.9,33.6,16.9,68.5,37.4,49.4,20714,0.11,0.18,2018,0.1612,0.3526,0.2776,0.1628,0.6818,0.374,0.4553,0.0114,0.0116,0.1818,Declining
363,University of Georgia,36.9,30.1,32.3,60.7,34.3,42.6,33842,0.16,0.07,2018,0.1621,0.3526,0.2393,0.3185,0.603,0.343,0.3821,0.0185,0.0173,0.0707,Declining
366,Hanyang University,36.9,35.6,38.1,41.9,84.7,56.4,20879,0.15,0.17,2018,0.1635,0.3526,0.2995,0.3771,0.4131,0.847,0.5307,0.0114,0.0162,0.1717,Declining
370,University of Kansas,36.9,36.2,22.7,63.3,39.1,36.7,24515,0.07,0.09,2018,0.1652,0.3526,0.306,0.2214,0.6293,0.391,0.3186,0.0134,0.0069,0.0909,Declining
371,Kyushu University,36.9,42.5,40.7,35.7,71.6,33.9,18696,0.08,0.12,2018,0.1657,0.3526,0.3749,0.4034,0.3505,0.716,0.2885,0.0102,0.0081,0.1212,Declining
387,University of Strasbourg,36.9,29.9,20.9,67.2,35.4,69.4,41399,0.17,0.19,2018,0.1729,0.3526,0.2372,0.2032,0.6687,0.354,0.6706,0.0227,0.0185,0.1919,Declining
390,University of Trieste,36.9,29.6,17.8,75.0,32.5,45.6,17054,0.25,0.08,2018,0.1742,0.3526,0.2339,0.1719,0.7475,0.325,0.4144,0.0093,0.0277,0.0808,Declining
391,Tulane University,36.9,39.7,14.7,66.1,35.1,39.5,11193,0.11,0.11,2018,0.1747,0.3526,0.3443,0.1405,0.6576,0.351,0.3488,0.0061,0.0116,0.1111,Declining
396,University of Waikato,36.9,21.0,24.1,63.5,39.1,89.2,10019,0.17,0.27,2018,0.1769,0.3526,0.1399,0.2356,0.6313,0.391,0.8837,0.0055,0.0185,0.2727,Declining
397,Wayne State University,36.9,32.5,16.6,75.1,42.5,36.7,22215,0.11,0.09,2018,0.1773,0.3526,0.2656,0.1598,0.7485,0.425,0.3186,0.0122,0.0116,0.0909,Declining
398,York University,36.9,30.5,40.9,47.9,37.2,73.9,46146,0.41,0.23,2018,0.1778,0.3526,0.2437,0.4055,0.4737,0.372,0.7191,0.0253,0.0462,0.2323,Declining
400,University of Bari Aldo Moro,36.7,25.0,17.9,70.1,38.9,34.7,47856,0.6,0.02,2018,0.1787,0.3504,0.1836,0.1729,0.698,0.389,0.2971,0.0262,0.0682,0.0202,Declining
403,Bilkent University,36.4,23.3,20.3,67.1,42.8,55.6,10007,0.14,0.05,2018,0.18,0.3471,0.165,0.1972,0.6677,0.428,0.5221,0.0055,0.015,0.0505,Declining
404,Boazi�i University,36.3,21.5,21.4,57.3,55.1,47.7,11967,0.27,0.08,2018,0.1805,0.346,0.1454,0.2083,0.5687,0.551,0.437,0.0066,0.0301,0.0808,Declining
417,University of Graz,35.0,23.7,18.3,58.1,32.8,74.0,21053,0.23,0.13,2018,0.1863,0.3319,0.1694,0.1769,0.5768,0.328,0.7201,0.0115,0.0254,0.1313,Declining
423,Hokkaido University,34.4,42.1,40.2,33.1,52.0,32.6,18038,0.08,0.09,2018,0.189,0.3254,0.3705,0.3984,0.3242,0.52,0.2745,0.0099,0.0081,0.0909,Declining
424,Hong Kong Baptist University,34.3,22.0,13.8,66.9,32.4,84.8,11467,0.11,0.3,2018,0.1894,0.3243,0.1508,0.1314,0.6657,0.324,0.8364,0.0063,0.0116,0.303,Declining
437,University of Maryland-Baltimore County,33.0,23.6,17.0,70.7,33.4,32.8,11781,0.19,0.08,2018,0.1953,0.3101,0.1683,0.1638,0.704,0.334,0.2766,0.0065,0.0208,0.0808,Declining
438,Massey University,32.9,22.5,18.9,48.9,37.6,92.5,18688,0.16,0.29,2018,0.1957,0.309,0.1563,0.183,0.4838,0.376,0.9193,0.0102,0.0173,0.2929,Declining
443,University of Modena and Reggio Emilia,32.4,18.5,16.8,74.1,40.6,38.0,20737,0.28,0.06,2018,0.1979,0.3036,0.1126,0.1618,0.7384,0.406,0.3326,0.0114,0.0312,0.0606,Declining
445,Murdoch University,32.2,20.4,23.9,58.9,41.5,91.5,15526,0.31,0.48,2018,0.1988,0.3014,0.1333,0.2336,0.5848,0.415,0.9085,0.0085,0.0347,0.4848,Declining
447,National Chiao Tung University,32.0,34.6,41.1,31.5,89.0,35.8,12639,0.18,0.07,2018,0.1997,0.2992,0.2885,0.4075,0.3081,0.89,0.3089,0.0069,0.0197,0.0707,Declining
448,National Taiwan University of Science and Technology (Taiwan Tech),31.9,30.4,43.1,39.9,85.1,36.0,7981,0.19,0.13,2018,0.2002,0.2982,0.2426,0.4277,0.3929,0.851,0.3111,0.0044,0.0208,0.1313,Declining
470,San Diego State University,29.7,23.6,23.4,69.1,32.8,30.2,29136,0.31,0.07,2018,0.21,0.2742,0.1683,0.2285,0.6879,0.328,0.2487,0.016,0.0347,0.0707,Declining
482,Tokyo Medical and Dental University (TMDU),28.5,35.9,20.5,53.2,57.1,24.5,2906,0.03,0.07,2018,0.2154,0.2612,0.3027,0.1992,0.5273,0.571,0.1873,0.0016,0.0023,0.0707,Declining
484,University of Tsukuba,28.3,38.6,35.0,34.1,47.0,39.9,16514,0.13,0.19,2018,0.2163,0.259,0.3322,0.3458,0.3343,0.47,0.3531,0.009,0.0139,0.1919,Declining
486,University of Turin,28.1,20.6,20.3,72.3,45.3,43.7,59116,0.31,0.07,2018,0.2172,0.2568,0.1355,0.1972,0.7202,0.453,0.394,0.0324,0.0347,0.0707,Declining
487,UiT The Arctic University of Norway,28.0,20.9,17.1,63.5,40.5,68.0,12601,0.12,0.12,2018,0.2176,0.2557,0.1388,0.1648,0.6313,0.405,0.6555,0.0069,0.0127,0.1212,Declining
490,Victoria University of Wellington,27.7,27.6,30.4,48.0,57.2,87.6,17086,0.2,0.2,2018,0.219,0.2524,0.212,0.2993,0.4747,0.572,0.8665,0.0094,0.022,0.202,Declining
501,University of Aveiro,27.3,23.5,26.3,45.5,39.8,49.0,10105,0.17,0.1,2018,0.2239,0.2481,0.1672,0.2578,0.4495,0.398,0.451,0.0055,0.0185,0.101,Declining
506,Carleton University,27.3,20.5,28.0,43.0,33.6,65.6,25973,0.3,0.2,2018,0.2262,0.2481,0.1344,0.275,0.4242,0.336,0.6297,0.0142,0.0335,0.202,Declining
515,Creighton University,27.3,37.1,10.3,56.2,35.0,31.1,8213,0.11,0.09,2018,0.2302,0.2481,0.3158,0.0961,0.5576,0.35,0.2583,0.0045,0.0116,0.0909,Declining
522,University of Ferrara,27.3,21.2,10.2,69.6,34.2,44.8,13902,0.08,0.07,2018,0.2333,0.2481,0.1421,0.095,0.6929,0.342,0.4058,0.0076,0.0081,0.0707,Declining
526,University of Hertfordshire,27.3,18.2,11.9,54.0,32.6,79.0,17330,0.17,0.28,2018,0.2351,0.2481,0.1093,0.1122,0.5354,0.326,0.774,0.0095,0.0185,0.2828,Declining
532,Johannes Kepler University of Linz,27.3,26.3,15.3,49.8,53.7,59.9,6449,0.11,0.1,2018,0.2378,0.2481,0.1978,0.1466,0.4929,0.537,0.5684,0.0035,0.0116,0.101,Declining
533,Keele University,27.3,19.8,19.5,54.5,33.8,73.4,7985,0.14,0.23,2018,0.2382,0.2481,0.1268,0.1891,0.5404,0.338,0.7137,0.0044,0.015,0.2323,Declining
539,Lehigh University,27.3,24.7,19.9,54.5,36.6,40.5,6476,0.11,0.16,2018,0.2409,0.2481,0.1803,0.1931,0.5404,0.366,0.3595,0.0035,0.0116,0.1616,Declining
560,Polytechnic University of Valencia,27.3,24.0,25.4,44.4,43.5,43.6,23471,0.1,0.11,2018,0.2503,0.2481,0.1727,0.2487,0.4384,0.435,0.3929,0.0129,0.0104,0.1111,Declining
564,University of Portsmouth,27.3,19.1,14.3,57.1,32.1,83.1,19095,0.15,0.27,2018,0.2521,0.2481,0.1191,0.1365,0.5667,0.321,0.8181,0.0105,0.0162,0.2727,Declining
566,Renmin University of China,27.3,42.3,21.4,37.6,38.2,42.6,25183,0.12,0.06,2018,0.253,0.2481,0.3727,0.2083,0.3697,0.382,0.3821,0.0138,0.0127,0.0606,Declining
567,University of Salento,27.3,20.1,11.8,62.4,36.6,26.6,19025,0.38,0.01,2018,0.2535,0.2481,0.1301,0.1112,0.6202,0.366,0.2099,0.0104,0.0428,0.0101,Declining
583,Tokyo Metropolitan University,27.3,22.7,13.3,57.8,34.0,24.8,9263,0.1,0.04,2018,0.2606,0.2481,0.1585,0.1264,0.5737,0.34,0.1905,0.0051,0.0104,0.0404,Declining
590,University of Warsaw,27.3,25.9,18.3,47.1,32.4,44.6,50026,0.14,0.09,2018,0.2638,0.2481,0.1934,0.1769,0.4657,0.324,0.4037,0.0274,0.015,0.0909,Declining
602,University of the Andes-Colombia,27.3,21.1,15.0,49.4,39.9,53.2,16664,0.15,0.02,2018,0.2691,0.2481,0.141,0.1436,0.4889,0.399,0.4962,0.0091,0.0162,0.0202,Declining
656,Florida Institute of Technology,27.3,22.4,12.7,26.1,34.7,59.7,5343,0.15,0.35,2018,0.2933,0.2481,0.1552,0.1203,0.2535,0.347,0.5662,0.0029,0.0162,0.3535,Declining
674,Istanbul Technical University,27.3,22.5,24.2,33.5,100.0,25.6,36061,0.17,0.04,2018,0.3014,0.2481,0.1563,0.2366,0.3283,1.0,0.1991,0.0198,0.0185,0.0404,Declining
683,Kansas State University,27.3,24.3,17.8,44.1,41.5,45.1,22017,0.15,0.11,2018,0.3054,0.2481,0.176,0.1719,0.4354,0.415,0.409,0.0121,0.0162,0.1111,Declining
686,Keio University,27.3,31.6,23.2,33.1,40.1,27.5,34689,0.11,0.07,2018,0.3068,0.2481,0.2557,0.2265,0.3242,0.401,0.2196,0.019,0.0116,0.0707,Declining
687,King Mongkut s University of Technology Thonburi,27.3,18.0,10.6,42.3,98.0,30.1,16413,0.22,0.01,2018,0.3072,0.2481,0.1071,0.0991,0.4172,0.98,0.2476,0.009,0.0243,0.0101,Declining
702,Middle East Technical University,27.3,28.6,20.6,31.9,61.2,29.4,26739,0.26,0.07,2018,0.3139,0.2481,0.223,0.2002,0.3121,0.612,0.24,0.0147,0.0289,0.0707,Declining
703,University of Minho,27.3,23.2,22.8,35.8,67.6,47.3,18257,0.18,0.1,2018,0.3144,0.2481,0.1639,0.2224,0.3515,0.676,0.4327,0.01,0.0197,0.101,Declining
713,National Central University,27.3,25.0,23.3,20.9,67.2,35.1,10859,0.1,0.1,2018,0.3189,0.2481,0.1836,0.2275,0.201,0.672,0.3014,0.0059,0.0104,0.101,Declining
718,National Sun Yat-Sen University,27.3,24.4,28.1,26.4,46.8,27.9,9013,0.16,0.05,2018,0.3211,0.2481,0.177,0.276,0.2566,0.468,0.2239,0.0049,0.0173,0.0505,Declining
732,Panjab University,27.3,27.1,8.6,55.5,31.8,16.0,17046,0.23,0.01,2018,0.3274,0.2481,0.2066,0.0789,0.5505,0.318,0.0958,0.0093,0.0254,0.0101,Declining
777,University of Vigo,27.3,19.4,12.2,32.2,35.7,40.3,19472,0.17,0.06,2018,0.3475,0.2481,0.1224,0.1153,0.3152,0.357,0.3574,0.0107,0.0185,0.0606,Declining
780,Waseda University,27.3,31.0,22.1,31.3,35.6,34.2,49840,0.16,0.08,2018,0.3489,0.2481,0.2492,0.2154,0.3061,0.356,0.2917,0.0273,0.0173,0.0808,Declining
795,Alexandria University,27.3,16.8,7.9,23.9,33.4,44.5,166350,0.27,0.04,2018,0.3556,0.2481,0.094,0.0718,0.2313,0.334,0.4026,0.0912,0.0301,0.0404,Declining
5,California Institute of Technology,94.1,94.5,97.2,99.2,88.2,62.3,2255,0.07,0.29,2019,0.0018,0.975,0.9432,0.9747,0.9919,0.882,0.5942,0.0012,0.0069,0.2929,Declining
7,Princeton University,92.3,89.9,93.6,99.4,57.3,80.1,7996,0.08,0.24,2019,0.0027,0.9554,0.8929,0.9383,0.9939,0.573,0.7858,0.0044,0.0081,0.2424,Declining
9,Imperial College London,90.3,85.8,87.7,97.8,67.3,97.1,16425,0.12,0.56,2019,0.0036,0.9336,0.8481,0.8787,0.9778,0.673,0.9688,0.009,0.0127,0.5657,Declining
17,University of California-Los Angeles,86.4,82.6,87.9,97.8,49.4,62.1,39464,0.09,0.17,2019,0.0072,0.8912,0.8131,0.8807,0.9778,0.494,0.592,0.0216,0.0092,0.1717,Declining
19,Cornell University,85.1,79.7,85.4,97.4,36.9,71.8,21904,0.1,0.25,2019,0.0081,0.877,0.7814,0.8554,0.9737,0.369,0.6964,0.012,0.0104,0.2525,Declining
24,Carnegie Mellon University,82.0,69.0,81.2,99.3,48.1,79.4,13033,0.13,0.47,2019,0.0103,0.8433,0.6645,0.8129,0.9929,0.481,0.7783,0.0071,0.0139,0.4747,Declining
28,University of Washington,80.4,70.7,79.7,98.9,47.6,59.3,45476,0.11,0.16,2019,0.0121,0.8259,0.6831,0.7978,0.9889,0.476,0.5619,0.0249,0.0116,0.1616,Declining
34,Georgia Institute of Technology,77.5,62.5,76.1,95.1,62.2,77.1,21903,0.21,0.27,2019,0.0148,0.7943,0.5934,0.7614,0.9505,0.622,0.7535,0.012,0.0231,0.2727,Declining
37,University of British Columbia,76.0,60.8,72.6,92.8,42.9,93.9,53566,0.19,0.3,2019,0.0161,0.778,0.5749,0.726,0.9273,0.429,0.9343,0.0294,0.0208,0.303,Declining
39,University of Texas at Austin,75.4,68.8,74.2,94.8,48.7,38.0,48561,0.17,0.1,2019,0.017,0.7715,0.6623,0.7422,0.9475,0.487,0.3326,0.0266,0.0185,0.101,Declining
44,University of Wisconsin-Madison,73.9,70.3,71.0,89.9,46.8,45.6,39193,0.1,0.12,2019,0.0193,0.7552,0.6787,0.7098,0.898,0.468,0.4144,0.0215,0.0104,0.1212,Declining
45,McGill University,73.7,64.1,69.4,86.3,42.3,89.4,31060,0.13,0.28,2019,0.0197,0.753,0.6109,0.6936,0.8616,0.423,0.8859,0.017,0.0139,0.2828,Declining
49,Australian National University,72.4,55.5,70.6,87.3,49.1,95.0,16840,0.18,0.39,2019,0.0215,0.7388,0.5169,0.7058,0.8717,0.491,0.9462,0.0092,0.0197,0.3939,Declining
50,University of Illinois at Urbana-Champaign,72.3,63.2,73.5,86.7,49.4,53.5,43908,0.18,0.24,2019,0.0219,0.7378,0.6011,0.7351,0.8657,0.494,0.4995,0.0241,0.0197,0.2424,Declining
52,University of California-Santa Barbara,71.5,50.9,65.0,98.8,83.4,67.0,23457,0.28,0.16,2019,0.0228,0.7291,0.4667,0.6491,0.9879,0.834,0.6448,0.0129,0.0312,0.1616,Declining
55,Washington University in St Louis,70.9,63.1,56.6,99.1,39.5,56.5,13074,0.07,0.2,2019,0.0242,0.7225,0.6,0.5642,0.9909,0.395,0.5318,0.0072,0.0069,0.202,Declining
56,University of North Carolina at Chapel Hill,70.0,62.2,61.4,96.8,42.4,36.8,34226,0.09,0.08,2019,0.0246,0.7127,0.5902,0.6127,0.9677,0.424,0.3197,0.0188,0.0092,0.0808,Declining
59,University of California-Davis,68.5,59.3,63.6,85.6,52.7,61.2,37847,0.14,0.13,2019,0.026,0.6964,0.5585,0.635,0.8545,0.527,0.5823,0.0207,0.015,0.1313,Declining
71,University of Minnesota,65.3,56.8,58.7,85.6,79.4,39.4,60620,0.12,0.11,2019,0.0313,0.6616,0.5311,0.5854,0.8545,0.794,0.3477,0.0332,0.0127,0.1111,Declining
78,University of Bristol,64.3,44.8,48.6,96.1,40.5,86.3,20570,0.13,0.27,2019,0.0345,0.6507,0.4,0.4833,0.9606,0.405,0.8525,0.0113,0.0139,0.2727,Declining
86,Rice University,63.5,50.9,40.4,97.9,44.6,75.1,6554,0.09,0.28,2019,0.0381,0.642,0.4667,0.4004,0.9788,0.446,0.732,0.0036,0.0092,0.2828,Declining
98,Lund University,62.5,41.9,53.2,87.4,78.0,77.3,28454,0.12,0.17,2019,0.0434,0.6311,0.3683,0.5298,0.8727,0.78,0.7557,0.0156,0.0127,0.1717,Declining
114,University of Colorado Boulder,59.9,45.0,43.2,96.5,39.2,46.4,31625,0.15,0.12,2019,0.0506,0.6028,0.4022,0.4287,0.9646,0.392,0.423,0.0173,0.0162,0.1212,Declining
115,Durham University,59.9,44.7,47.0,82.0,37.7,90.9,16565,0.15,0.3,2019,0.0511,0.6028,0.3989,0.4671,0.8182,0.377,0.902,0.0091,0.0162,0.303,Declining
119,University of York,59.3,41.2,45.7,86.4,36.2,84.9,15195,0.15,0.25,2019,0.0528,0.5963,0.3607,0.454,0.8626,0.362,0.8375,0.0083,0.0162,0.2525,Declining
120,Trinity College Dublin,59.2,43.7,47.0,79.8,43.4,93.3,16293,0.22,0.28,2019,0.0533,0.5952,0.388,0.4671,0.796,0.434,0.9279,0.0089,0.0243,0.2828,Declining
122,Vanderbilt University,59.1,46.5,39.4,96.6,47.0,41.9,12038,0.03,0.14,2019,0.0542,0.5941,0.4186,0.3903,0.9657,0.47,0.3746,0.0066,0.0023,0.1414,Declining
125,University of G�ttingen,59.0,48.8,48.9,81.2,36.1,59.7,30399,0.3,0.12,2019,0.0555,0.593,0.4437,0.4863,0.8101,0.361,0.5662,0.0167,0.0335,0.1212,Declining
133,Case Western Reserve University,58.5,49.2,36.2,93.2,40.8,51.5,10412,0.08,0.23,2019,0.0591,0.5876,0.4481,0.3579,0.9313,0.408,0.4779,0.0057,0.0081,0.2323,Declining
137,University of Geneva,58.3,39.0,44.0,81.1,65.2,98.5,16530,0.15,0.39,2019,0.0609,0.5854,0.3366,0.4368,0.8091,0.652,0.9839,0.0091,0.0162,0.3939,Declining
152,Tufts University,56.8,48.8,32.0,91.2,40.5,55.9,10659,0.1,0.19,2019,0.0676,0.5691,0.4437,0.3155,0.9111,0.405,0.5253,0.0058,0.0104,0.1919,Declining
155,Stockholm University,56.6,32.3,47.7,87.2,36.5,73.9,31500,0.23,0.08,2019,0.069,0.5669,0.2634,0.4742,0.8707,0.365,0.7191,0.0173,0.0254,0.0808,Declining
156,University of Cape Town,56.5,31.7,41.5,87.2,87.6,82.4,22137,0.12,0.18,2019,0.0694,0.5658,0.2568,0.4115,0.8707,0.876,0.8105,0.0121,0.0127,0.1818,Declining
157,University of Florida,56.5,55.3,51.2,66.7,62.6,39.9,46555,0.17,0.1,2019,0.0699,0.5658,0.5148,0.5096,0.6636,0.626,0.3531,0.0255,0.0185,0.101,Declining
159,University of Arizona,56.2,43.4,43.0,85.5,49.4,44.8,39264,0.13,0.09,2019,0.0708,0.5626,0.3847,0.4267,0.8535,0.494,0.4058,0.0215,0.0139,0.0909,Declining
163,University of Sussex,56.0,33.0,37.3,90.0,35.7,92.7,13890,0.17,0.39,2019,0.0725,0.5604,0.271,0.3691,0.899,0.357,0.9214,0.0076,0.0185,0.3939,Declining
164,University of Rochester,55.9,45.1,31.0,90.8,41.5,63.7,9681,0.04,0.29,2019,0.073,0.5593,0.4033,0.3054,0.9071,0.415,0.6093,0.0053,0.0035,0.2929,Declining
165,Technical University of Denmark,55.9,40.2,38.6,79.1,64.4,92.3,9116,0.07,0.25,2019,0.0734,0.5593,0.3497,0.3822,0.7889,0.644,0.9171,0.005,0.0069,0.2525,Declining
166,University of St Andrews,55.8,42.3,40.2,76.4,36.4,96.3,8965,0.13,0.47,2019,0.0739,0.5582,0.3727,0.3984,0.7616,0.364,0.9602,0.0049,0.0139,0.4747,Declining
168,University of California-Santa Cruz,55.6,33.5,36.0,99.1,39.5,53.2,17868,0.23,0.05,2019,0.0748,0.556,0.2765,0.3559,0.9909,0.395,0.4962,0.0098,0.0254,0.0505,Declining
169,Eindhoven University of Technology,55.6,44.6,46.6,66.4,99.6,77.4,8443,0.2,0.19,2019,0.0752,0.556,0.3978,0.4631,0.6606,0.996,0.7567,0.0046,0.022,0.1919,Declining
173,Texas A&M University,55.4,51.6,54.6,61.1,47.5,53.4,58567,0.26,0.09,2019,0.077,0.5539,0.4743,0.544,0.6071,0.475,0.4984,0.0321,0.0289,0.0909,Declining
174,University of Notre Dame,55.3,50.4,41.9,75.5,37.9,53.5,12035,0.14,0.12,2019,0.0775,0.5528,0.4612,0.4156,0.7525,0.379,0.4995,0.0066,0.015,0.1212,Declining
176,University of Lausanne,54.9,32.5,44.1,77.5,67.3,92.7,11957,0.1,0.23,2019,0.0784,0.5484,0.2656,0.4378,0.7727,0.673,0.9214,0.0066,0.0104,0.2323,Declining
186,University of Twente,54.4,40.8,47.0,64.5,81.6,89.3,7149,0.14,0.3,2019,0.0828,0.543,0.3563,0.4671,0.6414,0.816,0.8848,0.0039,0.015,0.303,Declining
192,University of East Anglia,54.0,28.2,30.9,96.2,35.3,87.4,13985,0.14,0.29,2019,0.0855,0.5386,0.2186,0.3043,0.9616,0.353,0.8644,0.0077,0.015,0.2929,Declining
205,Brandeis University,52.5,28.5,23.6,99.9,34.6,52.4,5385,0.12,0.26,2019,0.0914,0.5223,0.2219,0.2305,0.999,0.346,0.4876,0.0029,0.0127,0.2626,Declining
206,University at Buffalo,52.4,40.7,34.6,73.1,43.3,63.8,25419,0.17,0.17,2019,0.0918,0.5212,0.3552,0.3418,0.7283,0.433,0.6103,0.0139,0.0185,0.1717,Declining
207,University of California-Riverside,52.3,29.5,31.6,92.0,41.0,65.6,20864,0.2,0.14,2019,0.0923,0.5201,0.2328,0.3114,0.9192,0.41,0.6297,0.0114,0.022,0.1414,Declining
212,�cole Normale Sup�rieure de Lyon,51.8,42.7,41.2,70.3,43.7,64.9,2207,0.08,0.13,2019,0.0945,0.5147,0.377,0.4085,0.7,0.437,0.6222,0.0012,0.0081,0.1313,Declining
216,Hebrew University of Jerusalem,51.4,45.0,44.0,64.9,40.6,59.4,16492,0.12,0.05,2019,0.0963,0.5103,0.4022,0.4368,0.6455,0.406,0.563,0.009,0.0127,0.0505,Declining
218,University of Iowa,51.2,42.9,33.8,81.3,54.6,37.1,27897,0.12,0.13,2019,0.0972,0.5082,0.3792,0.3337,0.8111,0.546,0.3229,0.0153,0.0127,0.1313,Declining
225,University of Massachusetts,50.5,36.6,28.7,89.5,50.0,58.4,59906,0.13,0.14,2019,0.1003,0.5005,0.3104,0.2821,0.8939,0.5,0.5522,0.0328,0.0139,0.1414,Declining
243,University College Dublin,48.7,30.7,36.6,76.4,40.6,91.3,22081,0.23,0.27,2019,0.1084,0.481,0.2459,0.362,0.7616,0.406,0.9064,0.0121,0.0254,0.2727,Declining
244,University of Utah,48.6,36.5,33.7,88.9,40.7,33.4,30036,0.14,0.09,2019,0.1088,0.4799,0.3093,0.3327,0.8879,0.407,0.2831,0.0165,0.015,0.0909,Declining
247,William & Mary,48.3,47.8,19.8,86.7,34.6,34.5,8098,0.12,0.09,2019,0.1102,0.4766,0.4328,0.1921,0.8657,0.346,0.2949,0.0044,0.0127,0.0909,Declining
255,Colorado School of Mines,47.5,32.9,27.8,84.4,50.5,42.7,5556,0.17,0.12,2019,0.1137,0.4679,0.2699,0.273,0.8424,0.505,0.3832,0.003,0.0185,0.1212,Declining
